id,name,revives,medicalitemsused,bloodwithdrawn,hospital,vandalism,theft,counterfeiting,fraud,illicitservices,cybercrime,racingpointsearned,raceswon,jailed,peoplebusted,peoplebought,auctionswon,bazaarcustomers,heahits,machits,rifhits,smghits,shohits,pishits,grehits,piehits,slahits,axehits,chahits,h2hhits,dumpfinds,candyused,alcoholused,energydrinkused,argtravel,mextravel,dubtravel,hawtravel,japtravel,lontravel,soutravel,switravel,chitravel,cantravel,caytravel,attackswon,attacksdraw,attacksassisted,yourunaway,attackcriticalhits,attacksstealthed,attackslost,cantaken,exttaken,kettaken,lsdtaken,opitaken,pcptaken,shrtaken,spetaken,victaken,xantaken,update
2493924,KindaEpicMoah,0,241,12,77,0,2036,0,117,27,9,0,0,20,144,1,1,0,24,7033,0,104,0,57,1,11,0,733,0,255,7,0,16,310,0,0,0,0,0,0,0,3,0,0,1,164,110,66,5,4286,5,20,0,0,0,0,0,0,0,0,0,77,2025-06-29T12:10:03.285444Z
2494909,SnowShardz,0,4,0,13,0,235,1047,111,399,86,0,3,11,0,0,0,66,0,0,3,0,0,0,0,0,7,0,0,0,0,0,635,0,6,4,2,0,0,1,69,8,41,13,0,9,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,81,2025-06-29T12:10:03.285444Z
2495805,TigerClaws,0,507,205,451,0,1227,0,30,21,0,59,8,6,0,0,0,0,0,0,23,0,8,0,1,16,0,1,0,0,0,0,500,0,0,0,0,0,0,0,0,5,0,0,0,39,0,3,1,58,13,11,0,3,0,0,0,0,0,0,1,43,2025-06-29T12:10:03.285444Z
2495856,Concii,0,60,16,11,14,538,0,89,528,439,8,10,6,6,0,0,0,0,0,4,0,0,0,9,9,0,11,0,2,0,0,43,40,0,0,0,0,0,0,0,5,0,0,1,34,0,0,0,37,0,11,0,0,0,0,0,0,0,0,0,62,2025-06-29T12:10:03.285444Z
2497660,Kidlion,0,0,0,3,0,0,0,0,0,653,0,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,53,0,0,0,16,53,0,0,0,0,0,0,0,0,0,0,4,2025-06-29T12:10:03.285444Z
2497886,Forbiddensolid,0,167,146,6,111,12,709,1034,0,398,0,0,3,0,0,0,0,0,0,1,0,0,1,2,0,20,2,0,2,0,0,0,312,0,1,1,1,0,0,0,7,0,507,1,28,2,0,0,35,1,4,0,0,0,0,0,0,0,0,0,78,2025-06-29T12:10:03.285444Z
2498330,Chapalia,0,169,90,27,0,266,0,704,0,0,33,2,43,67,0,0,1,0,9,8,4,0,0,1,8,0,4,0,1,1,0,11,2,0,0,0,0,0,0,0,2,0,0,0,35,0,0,2,45,4,23,0,0,0,0,0,0,0,0,0,55,2025-06-29T12:10:03.285444Z
2498959,CODPlayer123,0,51,0,27,0,506,0,1020,458,0,153,23,76,292,0,0,2,0,0,5,0,0,1,4,0,16,1,0,2,3,0,670,0,0,0,60,0,0,3,0,25,2,0,0,29,42,25,0,270,2,0,2,0,0,0,0,0,0,0,0,80,2025-06-29T12:10:03.285444Z
2499512,chaser12321,7,137,80,128,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,68,0,0,0,0,0,0,0,0,74,0,0,1,0,0,2,2,0,1,0,69,0,0,0,29,66,8,0,4,0,0,0,0,0,0,0,23,2025-06-29T12:10:03.285444Z
2500157,Crapitycrap,0,34,9,26,34,536,899,354,472,221,0,0,11,0,0,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,10,12,20,0,0,0,0,0,0,0,7,0,0,0,21,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,83,2025-06-29T12:10:03.285444Z
2500373,el_Mirtho,0,16,0,31,0,1020,0,224,18,274,191,33,13,0,0,0,2,0,0,3,1,0,0,0,0,8,0,0,0,0,0,332,0,0,0,0,0,0,0,0,4,0,0,0,7,0,5,6,40,0,2,4,0,0,0,0,0,0,0,3,55,2025-06-29T12:10:03.285444Z
2501254,Taco_Quesadilla,19,69,11,39,0,1098,0,480,29,0,3,0,8,0,0,0,5,0,0,28,0,0,0,0,9,0,1,0,0,0,9,566,0,0,0,0,8,1,11,1,7,0,0,0,38,0,0,0,24,7,9,0,0,0,0,0,0,0,0,0,76,2025-06-29T12:10:03.285444Z
2501529,xSora,62,111,89,29,0,73,0,1413,0,0,0,0,2,0,0,0,3,0,0,21,0,0,8,0,4,0,0,0,0,0,0,402,0,0,0,36,0,0,0,0,1,0,0,0,30,0,0,0,33,15,8,0,0,0,0,0,0,0,0,0,37,2025-06-29T12:10:03.285444Z
2501656,bigboimilos,0,120,31,6,0,35,0,0,425,1531,15,3,7,0,0,0,0,144,0,30,1,0,0,0,0,27,7,0,17,0,0,882,13,0,0,0,16,0,69,0,6,0,56,0,226,4,4,1,201,3,5,0,0,0,0,0,0,0,0,0,88,2025-06-29T12:10:03.285444Z
2502747,IAmAim,0,74,19,33,6,2176,103,159,29,0,0,0,11,0,0,0,0,0,0,2,0,0,1,0,67,0,0,0,0,0,213,244,106,0,1,0,1,0,16,2,5,0,4,0,69,0,0,0,53,60,4,0,0,0,0,0,0,0,0,0,62,2025-06-29T12:10:03.285444Z
2503314,Myxti,0,66,0,39,0,617,1059,206,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,0,0,75,0,0,0,0,0,0,73,0,0,0,0,0,0,0,1,0,0,0,87,0,0,0,81,1,5,0,0,0,0,0,0,0,0,0,39,2025-06-29T12:10:03.285444Z
2504109,0rganicMechanic,0,228,98,68,0,82,0,38,531,1021,131,21,6,103,0,0,16,0,0,119,0,0,23,1,0,33,6,0,5,0,0,455,84,0,0,0,1,0,0,1,9,0,0,0,183,1,71,8,330,2,8,1,0,0,0,0,0,0,0,3,71,2025-06-29T12:10:03.285444Z
2504162,PeaKTorQue,0,299,71,91,3,360,0,627,324,873,0,152,13,184,1,0,0,0,0,85,12,0,0,2,1,0,36,0,1,4,4,608,17,0,0,0,0,0,0,0,5,0,0,0,132,5,7,0,172,9,23,6,0,0,0,0,0,0,0,2,66,2025-06-29T12:10:03.285444Z
2504970,Queen-Warly-Woo,0,73,0,35,0,32,37,491,463,884,0,0,13,15,0,1,0,0,1,54,82,0,19,0,7,2,0,0,0,0,0,3,386,0,0,0,0,0,0,0,3,0,0,0,158,5,81,0,147,60,6,0,0,0,0,0,0,0,0,0,76,2025-06-29T12:10:03.285444Z
2506152,Nico,0,93,0,85,0,26,0,65,528,768,353,66,6,190,1,0,0,91,0,60,0,0,0,8,0,1,2,0,5,1,0,0,301,0,0,0,0,0,0,0,3,0,0,1,158,4,16,0,241,0,1,38,0,0,0,0,0,0,0,1,63,2025-06-29T12:10:03.285444Z
2507945,JaqJax,0,157,0,52,9,1656,492,49,0,0,10,1,7,0,0,0,0,0,0,0,2,0,0,0,97,0,1,0,4,0,474,259,0,0,0,0,0,0,83,1,5,0,0,0,103,1,0,0,78,39,28,2,1,0,0,0,0,0,0,1,44,2025-06-29T12:10:03.285444Z
2508811,Maritime,0,122,121,0,35,74,0,89,0,501,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,235,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,36,2025-06-29T12:10:03.285444Z
2508857,Loraz,0,142,24,72,2377,1706,0,11,0,0,124,22,4,4,0,0,0,0,0,35,0,0,0,0,7,0,1,0,1,0,33,735,3,0,0,0,1,0,0,0,4,0,0,0,42,1,8,0,68,4,9,0,1,0,1,0,0,0,0,0,54,2025-06-29T12:10:03.285444Z
2509397,esmux,0,576,479,86,0,1412,0,37,530,64,177,34,7,198,0,0,0,0,0,18,15,0,0,14,0,9,0,0,1,3,0,661,5,0,0,0,1,0,0,0,4,0,0,0,55,0,3,0,72,1,2,6,0,0,0,0,0,0,0,0,84,2025-06-29T12:10:03.285444Z
2509902,Maple,0,256,141,54,240,725,835,210,75,108,109,26,12,25,0,2,0,0,0,112,165,4,0,3,0,82,2,0,1,3,0,338,44,0,0,0,0,0,0,0,5,0,0,0,362,12,12,2,345,165,4,0,0,0,0,0,0,0,0,2,76,2025-06-29T12:10:03.285444Z
2510115,Tattare,0,180,55,92,0,339,3309,532,0,666,320,55,5,2,322,0,0,1,0,27,84,0,3,3,8,0,15,0,0,0,0,596,23,0,0,0,0,0,0,0,6,0,0,1,140,4,13,4,120,17,13,5,0,0,0,0,0,0,0,1,79,2025-06-29T12:10:03.285444Z
2512538,Zenith_,6,208,123,109,1489,517,12,17,1,0,2,0,3,0,0,0,0,0,0,77,15,77,2,5,44,5,0,0,20,36,323,271,0,0,2,11,4,3,0,2,12,22,4,1,237,0,1,0,102,31,26,5,6,0,3,3,0,0,0,4,32,2025-06-29T12:10:03.285444Z
2513524,Zikiton,0,3,0,38,0,405,2,45,0,457,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,56,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2025-06-29T12:10:03.285444Z
2514502,koziolkuj,0,398,138,21,0,163,4,23,467,350,0,2,184,1623,371,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,659,0,0,0,0,0,0,1,0,3,0,1,0,9,0,1,0,17,0,0,0,0,0,0,0,0,0,0,1,78,2025-06-29T12:10:03.285444Z
2515801,Elifez,0,331,136,57,0,1576,0,402,464,0,161,37,29,148,0,1,28,0,0,10,139,119,0,2,21,38,0,0,3,4,0,339,148,0,1,0,1,0,2,0,9,0,2,3,330,13,81,2,458,27,20,0,0,0,4,1,0,0,0,2,67,2025-06-29T12:10:03.285444Z
2516273,YoBabysDaddy,0,274,105,31,3,1367,0,35,207,484,0,40,10,313,4,0,0,0,0,0,0,0,7,0,0,1664,0,0,0,1,0,517,5,0,0,0,0,0,0,0,4,0,0,0,1194,1,18,0,655,440,18,0,0,0,0,0,0,0,0,0,75,2025-06-29T12:10:03.285444Z
2516374,Livewater,2,426,423,20,0,2792,40,1,43,28,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,533,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,59,2025-06-29T12:10:03.285444Z
2517401,NormanBeats,0,412,257,84,0,1034,0,1155,513,6,179,29,19,178,0,0,12,0,0,103,0,1,13,4,40,0,9,0,1,1,0,636,2,0,0,0,0,0,0,1,9,0,1,0,170,3,43,1,205,24,25,0,0,2,0,0,0,3,0,4,67,2025-06-29T12:10:03.285444Z
2517458,Indefatigable,0,600,422,114,0,1174,11,978,474,31,252,87,17,259,0,0,0,30,12,21,6,26,8,0,0,3,2,0,11,0,0,344,177,0,0,0,0,0,0,0,25,0,0,1,113,7,67,3,240,0,12,58,0,0,0,0,0,0,0,0,82,2025-06-29T12:10:03.285444Z
2518801,keter,0,791,449,138,0,93,3246,0,40,48,0,90,5,78,3,0,86,50,0,37,47,0,3,0,0,0,29,0,6,1,12,609,25,0,0,0,0,0,0,0,7,0,0,0,115,1,10,7,159,28,8,0,0,0,0,0,0,0,0,0,76,2025-06-29T12:10:03.285444Z
2519083,Eddycon,2,735,624,48,7,29,766,1,260,2800,0,215,11,151,0,0,2,7,0,12,31,0,10,0,0,23,2,0,2,0,0,1394,0,0,0,0,0,0,0,0,9,0,0,1,86,14,21,2,146,35,6,31,0,0,0,0,0,0,0,0,74,2025-06-29T12:10:03.285444Z
2520531,Rhistman,0,33,5,24,0,89,688,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,27,0,6,0,210,25,0,0,0,0,0,0,0,7,3,0,0,0,35,3,1,0,28,32,4,0,0,0,0,0,0,0,0,0,49,2025-06-29T12:10:03.285444Z
2520656,PastorJason,0,48,3,155,1143,93,0,0,0,5,0,0,1,0,0,1,25,0,5,0,4,0,0,0,7,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,1,50,1,0,0,0,0,0,0,0,0,0,0,12,2025-06-29T12:10:03.285444Z
2522228,BadSanta,0,34,0,31,0,0,0,685,0,0,13,2,1,0,0,0,5,0,0,16,33,0,0,0,0,9,0,0,2,0,0,0,4,0,0,0,2,0,0,2,1,0,0,2,55,1,17,1,52,21,5,0,0,0,0,0,0,0,0,4,9,2025-06-29T12:10:03.285444Z
2522950,Tedworth,0,364,206,77,0,9,0,0,532,1989,302,57,5,0,302,5,198,2,1,50,14,0,1,0,1,28,3,0,0,13,0,975,0,0,0,0,0,0,0,0,7,0,0,0,99,10,36,0,191,23,11,0,0,0,0,0,0,0,0,0,83,2025-06-29T12:10:03.285444Z
2524397,Mansquatch,0,83,6,30,0,1652,156,819,467,743,92,30,26,191,0,0,0,522,361,40,0,382,0,14,0,42,60,0,769,0,0,654,3,0,0,0,0,0,0,0,8,0,0,0,86,7,7,0,606,13,6,16,0,0,0,0,0,0,0,0,82,2025-06-29T12:10:03.285444Z
2524826,Bitchilly,0,304,233,31,0,0,0,1707,0,0,29,5,1,0,0,0,0,0,0,0,0,111,40,0,10,87,0,0,2,0,1,479,13,0,2,0,0,0,40,0,7,0,1,0,245,2,16,0,140,0,6,0,0,0,0,0,0,0,0,0,56,2025-06-29T12:10:03.285444Z
2526683,publicitystunts,0,650,509,84,555,55,1504,3,16,0,0,0,4,0,0,0,0,0,0,6,117,0,0,1,0,0,0,0,1,15,72,862,0,35,3,0,0,0,0,1,7,5,49,0,123,1,14,1,100,39,21,0,0,0,0,0,0,0,0,1,76,2025-06-29T12:10:03.285444Z
2526791,wentrez,0,6,6,3,0,1115,12,15,440,197,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,2025-06-29T12:10:03.285444Z
2526867,BeerMojo,0,781,6,57,666,2,0,0,509,0,14,3,6,104,0,0,6,0,5098,0,44,40,1068,121,1,69,2,0,20,0,0,11,3,0,0,0,0,0,0,2,3,0,1,2,116,122,116,0,3567,16,30,10,0,0,0,0,0,0,0,0,55,2025-06-29T12:10:03.285444Z
2527029,haaji,0,0,0,64,179,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,1,1,5,8,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,2025-06-29T12:10:03.285444Z
2527073,FilthyCasual,0,1043,549,12,0,0,4134,1,142,359,0,0,5,12,0,0,0,1,0,9,7,0,0,1,6,0,0,0,0,0,0,598,15,0,0,95,0,0,0,2,5,0,0,0,24,0,8,0,29,4,2,0,0,0,0,0,0,0,0,2,72,2025-06-29T12:10:03.285444Z
2527947,Xephicon,0,103,37,51,1357,1924,0,251,285,1,57,9,12,0,0,0,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,549,1,1,0,0,0,0,11,0,4,0,0,1,3,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,67,2025-06-29T12:10:03.285444Z
2527957,Runcor,0,245,202,33,0,314,0,65,452,399,118,15,17,125,140,0,5,0,0,17,19,0,0,6,0,19,4,0,0,1,17,443,74,0,0,0,0,0,0,0,5,0,0,0,64,1,1,0,74,20,3,1,0,0,0,0,0,0,0,0,61,2025-06-29T12:10:03.285444Z
2529142,ForesterISR,0,49,20,5,0,1112,0,0,527,42,0,22,11,138,0,0,0,36,0,0,9,6,1,0,0,35,0,0,3,0,0,0,252,12,0,0,0,0,0,0,2,0,0,0,89,3,10,0,102,9,3,0,0,0,0,0,0,0,0,0,79,2025-06-29T12:10:03.285444Z
2530350,gabbar_dude,1,152,21,93,0,47,0,408,518,460,6,0,7,154,0,0,0,0,0,13,238,0,0,1146,0,92,2,0,1,0,0,642,1,0,2,0,0,0,0,1,4,0,0,0,97,2,35,39,319,16,19,0,0,0,0,0,0,0,0,1,57,2025-06-29T12:10:03.285444Z
2531272,Llyfr,0,3828,0,4612,0,128,592,54,531,74,145,17,1,0,1,74,0,0,0,0,0,0,156,0,0,0,1,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,157,286,374,2,4208,26,102,0,0,0,0,0,0,0,0,0,4,2025-06-29T12:10:03.285444Z
2531542,Nevidicus,0,0,0,22,51,216,0,167,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,2025-06-29T12:10:03.285444Z
2531577,Deadeyeotdo,1,151,93,23,993,27,0,0,273,165,166,25,1,0,0,0,5,0,37,2,0,0,8,0,4,0,6,0,0,3,0,2,23,0,0,0,0,0,0,1,3,0,0,0,56,0,0,1,40,10,12,0,0,0,0,0,0,0,0,0,54,2025-06-29T12:10:03.285444Z
2531768,kqrbnp64,0,735,713,33,0,0,0,0,0,0,18,1461,59,212,0,0,0,2,0,8,0,0,0,0,4,0,0,0,0,0,0,507,78,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,91,2025-06-29T12:10:03.285444Z
2531848,Skein,0,51,15,6,8,1224,0,158,238,236,0,113,12,175,6,0,16,0,128,18,0,0,10,0,0,10,15,0,9,3,0,527,29,0,0,0,0,0,0,0,4,0,0,0,190,0,5,0,206,26,3,0,0,0,0,0,0,0,0,0,57,2025-06-29T12:10:03.285444Z
2532022,Rudyard_Funn,1,77,0,65,1,104,69,688,19,865,10,2,3,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,65,578,0,4,3,0,1,1,3,1,5,2,3,1,24,1,33,0,61,5,5,0,0,0,0,0,0,0,0,1,53,2025-06-29T12:10:03.285444Z
2533975,Sekktor,0,73,0,54,2,20,0,2,527,610,3,1,2,3,0,0,1,0,90,0,3,5,0,0,0,42,6,0,3,0,0,246,1,0,0,0,0,0,0,5,6,1,0,0,141,1,8,0,103,5,14,5,0,0,6,0,0,0,0,2,45,2025-06-29T12:10:03.285444Z
2534256,Anomalousman,0,186,6,110,0,10,0,2468,148,428,11,6,3,1,0,0,142,0,1,0,139,0,0,3,0,0,14,0,1,1,0,546,61,32,26,12,0,10,18,2,28,10,6,25,151,0,73,0,226,10,20,0,0,0,0,0,0,0,0,0,89,2025-06-29T12:10:03.285444Z
2535044,Emforus,0,22,14,2,0,4,0,9689,0,0,0,0,9,0,1,0,0,97,3,4,0,0,0,3,27,0,2,0,1,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,134,4,1,1,106,0,0,172,0,0,0,0,0,0,0,0,0,2025-06-29T12:10:03.285444Z
2535800,RoJoN,0,288,192,39,3,2031,6,61,452,11,11,72,29,197,1,0,32,0,0,42,0,5,0,1,5,0,18,0,4,0,0,647,3,0,0,0,0,0,0,2,8,0,0,0,70,1,5,4,138,20,9,0,0,0,0,0,0,0,0,0,86,2025-06-29T12:10:03.285444Z
2536658,Blatzern,0,344,276,6,0,50,0,833,235,1109,12,6,7,29,1,10,0,0,0,0,32,5,0,0,14,1,1,0,4,0,45,631,5,0,0,0,0,0,0,0,4,0,0,1,57,1,3,0,75,0,5,5,0,0,0,0,0,0,0,0,74,2025-06-29T12:10:03.285444Z
2537220,Aisu,0,738,641,23,0,1926,60,1117,105,335,0,10,17,119,2,0,0,10,10,5,88,0,12,1,3,0,0,0,1,0,32,600,27,230,1,0,0,0,0,0,0,0,0,2,129,2,9,4,193,2,6,253,0,0,4,0,0,0,0,7,0,2025-06-29T12:10:03.285444Z
2537481,Rushi,0,36,0,12,917,0,2452,74,0,23,22,5,4,1,0,0,0,0,0,1,115,0,0,0,0,20,0,0,1,0,0,419,0,0,0,0,0,193,0,0,0,1,0,0,137,0,2,0,72,47,3,0,0,0,0,0,0,0,0,0,24,2025-06-29T12:10:03.285444Z
2537734,Griffin,0,78,28,30,0,713,227,0,0,1454,4,38,8,13,0,0,2,1,17,9,16,0,11,0,0,4,0,0,0,0,0,247,8,0,0,0,1,0,1,0,3,0,0,0,57,0,7,3,69,10,6,0,0,0,0,1,0,0,0,0,76,2025-06-29T12:10:03.285444Z
2538833,SlimLimb,0,426,30,104,0,13,0,527,51,1033,69,13,4,20,37,14,1,0,14,24,64,0,0,3,187,0,5,0,1,0,0,130,185,0,0,0,0,0,0,1,3,0,0,0,119,8,16,2,266,32,14,3,0,6,0,0,0,0,0,0,55,2025-06-29T12:10:03.285444Z
2538914,nexusmk6,0,74,0,41,449,1063,2791,71,7,0,0,0,8,70,0,0,0,0,0,0,0,45,10,5,0,0,5,0,0,0,0,610,24,0,0,73,0,0,0,2,4,0,3,0,62,0,0,0,33,0,2,0,0,0,0,0,0,0,0,0,49,2025-06-29T12:10:03.285444Z
2539486,JustDisGuy,0,56,11,48,0,64,0,55,0,1459,0,38,2,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,143,35,0,0,0,0,0,0,0,5,0,0,0,38,0,0,0,83,14,6,0,0,0,0,0,0,0,0,2,69,2025-06-29T12:10:03.285444Z
2540102,Naytt,0,467,324,102,109,296,0,394,484,427,221,45,11,84,72,0,10,0,0,78,12,0,0,0,12,0,1,0,2,0,0,27,20,0,0,0,0,0,0,0,4,0,0,0,91,5,77,1,203,2,8,0,0,0,0,0,0,0,0,0,77,2025-06-29T12:10:03.285444Z
2540286,Yhwach,0,190,53,117,0,205,0,581,513,0,62,15,7,76,0,0,0,0,0,31,39,0,0,0,0,0,20,0,0,0,0,275,16,0,0,0,0,0,0,0,3,0,0,0,45,1,75,0,122,12,2,0,0,0,0,0,0,0,0,2,81,2025-06-29T12:10:03.285444Z
2540715,workstation,0,87,86,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,329,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2025-06-29T12:10:03.285444Z
2541549,AviArcer,0,560,500,29,0,1928,0,0,0,0,17,592,11,0,0,0,118,3,0,30,0,0,0,17,1,0,2,0,2,0,0,683,0,0,0,0,0,1,0,30,4,0,0,0,39,20,18,0,201,1,16,115,0,0,0,0,0,0,0,0,57,2025-06-29T12:10:03.285444Z
2541678,POTHEAD,0,929,81,837,0,62,4,989,0,1070,125,24,9,8,1,2,40,0,1,30,0,0,13,1,6,26,0,0,4,4,12,16,58,0,0,0,0,0,0,0,5,0,0,1,37,8,75,1,216,14,7,0,0,0,0,0,0,0,0,0,65,2025-06-29T12:10:03.285444Z
2544147,AclTK,0,579,547,19,2894,0,0,0,0,35,25,4,2,0,0,0,1,0,0,0,235,0,1,13,4,0,2,0,0,0,0,671,6,16,4,0,14,1,19,0,10,0,5,15,253,0,1,0,147,54,2,0,0,0,0,0,0,0,0,0,77,2025-06-29T12:10:03.285444Z
2544619,Enzo60,0,0,0,10,0,316,0,1867,471,0,181,30,26,51,0,0,38,0,0,0,0,0,0,0,0,4,0,0,0,0,600,35,74,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,81,2025-06-29T12:10:03.285444Z
2544622,Strix,10,125,116,13,2049,12,0,203,474,0,34,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,11,315,0,0,0,0,0,0,0,2,0,169,0,9,0,7,0,15,1,1,0,0,0,0,0,0,0,0,0,78,2025-06-29T12:10:03.285444Z
2544817,Zappa-,0,71,33,49,0,1351,189,36,441,58,0,2,31,148,0,0,0,0,0,16,11,0,2,0,0,0,8,0,0,0,0,482,1,6,91,1,0,1,9,0,7,2,62,10,36,14,35,0,221,6,4,0,0,0,0,0,0,0,0,1,69,2025-06-29T12:10:03.285444Z
2545209,baggK,4,196,68,26,0,314,235,960,481,254,0,0,8,98,27,0,7,8,15,26,56,0,10,32,0,8,10,0,9,1,1021,96,14,0,0,0,0,1,2,112,0,0,0,1,173,10,1,3,200,28,11,7,0,0,16,1,0,0,0,32,0,2025-06-29T12:10:03.285444Z
2545245,VisX,0,197,77,103,1059,628,25,143,94,41,64,13,14,81,3,2,6,9,0,149,0,32,9,1,103,33,0,1,1,0,0,326,17,0,0,0,1,0,0,0,9,0,0,0,328,2,23,13,342,121,5,0,0,253,0,0,2,0,0,1,17,2025-06-29T12:10:03.285444Z
2546824,Mighty_Bro,0,424,376,23,0,32,0,2031,0,2,80,17,1,0,0,0,0,0,0,10,62,0,0,3,22,0,1,0,13,0,471,148,0,0,5,0,2,0,41,1,5,0,10,0,110,1,2,0,55,55,6,0,10,0,1,0,0,0,0,0,26,2025-06-29T12:10:03.285444Z
2548357,GoStun,0,28,7,18,1,678,582,220,491,22,176,58,9,46,0,0,0,29,0,5,0,0,0,0,0,40,0,0,0,0,0,390,82,0,0,0,0,0,0,0,8,0,0,0,71,0,3,0,56,18,1,0,0,0,0,0,0,0,0,0,78,2025-06-29T12:10:03.285444Z
2549859,Defectus,0,331,0,176,1,748,7,110,526,254,8,54,14,204,0,1,18,0,0,141,731,0,0,1,1,0,62,0,0,0,0,0,331,0,0,0,0,0,0,0,6,0,0,1,909,3,28,3,889,383,4,0,0,0,0,0,0,0,0,0,86,2025-06-29T12:10:03.285444Z
2552638,TokD,0,273,222,24,39,1937,0,69,14,0,0,0,12,0,0,0,0,0,0,0,88,0,0,0,9,0,8,0,1,0,0,528,0,0,0,1,0,0,1,2,2,0,0,0,105,1,0,0,89,30,14,0,0,0,0,0,0,0,0,0,38,2025-06-29T12:10:03.285444Z
2553261,HeyLow,1,518,343,107,0,1059,0,0,19,605,0,0,9,0,0,0,6,0,0,167,43,0,0,1,8,0,11,0,0,2,38,551,11,0,19,0,11,17,1,2,6,0,3,14,227,3,19,1,144,38,9,0,0,0,38,0,3,0,0,2,26,2025-06-29T12:10:03.285444Z
2553858,JakeJrXl,0,77,30,16,7,1,0,0,0,1274,0,0,3,11,0,0,0,0,0,0,0,24,0,0,188,0,0,0,1,1,0,692,4,0,1,0,0,0,0,0,4,0,1,0,210,2,0,0,79,171,5,0,0,0,0,0,0,0,0,1,35,2025-06-29T12:10:03.285444Z
2555395,MobilePrime,0,339,339,5,201,28,0,745,460,0,1,0,3,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,47,381,33,21,1,0,0,0,0,0,3,0,1,15,28,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,49,2025-06-29T12:10:03.285444Z
2556543,Zaneron,0,139,122,4,1215,224,46,916,15,221,40,7,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2025-06-29T12:10:03.285444Z
2556733,The_Reaper__,0,21,9,3,656,151,0,52,2,874,0,0,2,0,0,0,0,0,0,0,1,1,0,1,11,0,0,0,0,0,118,205,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,7,2,2,0,0,0,0,0,0,0,0,7,2025-06-29T12:10:03.285444Z
2557282,Qfiffle,0,671,0,379,422,330,0,644,153,111,3,29,22,155,0,3,1615,154,0,117,0,4,11,0,0,11,2,0,5,1,74,285,125,0,0,0,0,0,0,0,4,0,0,0,294,13,67,11,650,11,5,0,0,0,0,0,0,0,0,2,77,2025-06-29T12:10:03.285444Z
2558536,Jem81,0,281,198,50,0,3702,22,2,458,0,0,0,31,107,1,0,0,0,0,0,68,0,11,0,0,0,4,0,3,1,0,331,0,0,0,0,2,0,5,52,7,0,3,6,86,5,5,2,110,15,18,0,0,0,0,0,0,0,0,0,64,2025-06-29T12:10:03.285444Z
