UID,Friends,Enemies,Karma,ForumPosts,Detail,Description,Until,Networth,Played
1262230,1,1,0,78,Account marked for deletion,In federal jail permanently,1851292800,7724493,189627
1262237,1,1,0,0,Staff see notes,In federal jail permanently,1851292800,0,147509
1262293,0,2,0,6,Account marked for deletion,In federal jail permanently,1851292800,9315387,231642
1262361,0,1,0,10,Account marked for deletion,In federal jail permanently,1851292800,2409811,29318
1262427,7,1,0,1,Account marked for deletion,In federal jail permanently,1851292800,26500334,0
1262862,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,-282085265,0
1262893,0,0,0,9,Account marked for deletion,In federal jail permanently,1851292800,19268353,535950
1262944,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,8120591,15019
1262951,0,1,0,1,Account marked for deletion,In federal jail permanently,1851292800,113566327,0
1262990,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,1268383095,655112
1263121,1,1,0,2,Compromising an Account,In federal jail permanently,1851292800,12524609,214852
1263151,0,1,0,59,Account marked for deletion,In federal jail permanently,1851292800,812491,0
1263209,1,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,14887447,14449
1263235,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,2619062,0
1263266,1,1,0,180,Account marked for deletion,In federal jail permanently,1851292800,13771081,0
1263319,1,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,5617166,0
1263373,0,0,0,2,Account marked for deletion,In federal jail permanently,1851292800,23042089,25213
1263605,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,273308740,0
1263782,2,0,0,139,Account marked for deletion,In federal jail permanently,1851292800,4188397,0
1263888,0,2,0,2,Account marked for deletion,In federal jail permanently,1851292800,9632311,142845
1263958,2,0,0,189,Account marked for deletion,In federal jail permanently,1851292800,67555102,1060
1263963,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,8930092,1928
1264075,1,1,0,21,Account marked for deletion,In federal jail permanently,1851292800,14343610,0
1264177,0,1,0,8,Account marked for deletion,In federal jail permanently,1851292800,22213400,0
1264372,26,7,0,242,Account marked for deletion,In federal jail permanently,1851292800,41372647,158278
1264467,0,0,0,2,Account marked for deletion,In federal jail permanently,1851292800,16969416,0
1264497,1,0,0,21,Account marked for deletion,In federal jail permanently,1851292800,2568132,0
1264634,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,7598792,0
1264648,1,2,0,228,Account marked for deletion,In federal jail permanently,1851292800,23741196,0
1264896,10,1,0,16,Account marked for deletion,In federal jail permanently,1851292800,38942863,703381
1264928,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1583969,0
1264930,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,860820191,431349
1264959,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,6421567,0
1264974,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,333083,0
1264975,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,36932981,0
1264977,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,261397,468
1265011,1,2,0,8,Account marked for deletion,In federal jail permanently,1851292800,3470275,110709
1265019,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,30893104,252414
1265280,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,10112900,0
1265344,0,4,0,152,Account marked for deletion,In federal jail permanently,1851292800,-1355651,150
1265433,74,30,755,849,Account marked for deletion,In federal jail permanently,1851292800,-42510848382,16517562
1265523,0,0,0,3,Account marked for deletion,In federal jail permanently,1851292800,67013469,0
1265534,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,146125342,120
1265538,2,12,0,2,Account marked for deletion,In federal jail permanently,1851292800,33197412,1818038
1265609,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,12906879,0
1265761,0,0,0,13,Account marked for deletion,In federal jail permanently,1851292800,7144458,120
1265778,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,4352046,0
1265874,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,16038748,60
1265895,1,3,0,0,Account marked for deletion,In federal jail permanently,1851292800,378645502,0
1265927,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,12223302,0
1265955,63,13,74,129,Account marked for deletion,In federal jail permanently,1851292800,-56465157,6288018
1266134,0,0,0,7,Staff See Notes,In federal jail permanently,1851292800,1520686,0
1266196,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,21917055,0
1266263,23,16,17,639,Account marked for deletion,In federal jail permanently,1851292800,-132573685,17668813
1266266,0,1,0,10,Account marked for deletion,In federal jail permanently,1851292800,903821315,801491
1266271,0,0,0,4,Account marked for deletion,In federal jail permanently,1851292800,6890785,0
1266282,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1098444,0
1266400,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,17163236,45321
1266475,0,2,0,1,Account marked for deletion,In federal jail permanently,1851292800,124214841,196828
1266486,0,1,0,3,Account marked for deletion,In federal jail permanently,1851292800,2951716,29758
1266490,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,27877148,13602
1266597,6,20,0,100,Account marked for deletion,In federal jail permanently,1851292800,2598703365,1509705
1266842,0,1,0,3,Account marked for deletion,In federal jail permanently,1851292800,2408144,498
1266876,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,37004594,0
1266882,2,5,0,515,Account marked for deletion,In federal jail permanently,1851292800,28681925,1815357
1266904,0,0,0,8,Account marked for deletion,In federal jail permanently,1851292800,713755,60
1267052,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,14441102,0
1267157,8,8,0,178,Account marked for deletion,In federal jail permanently,1851292800,3527881,199620
1267218,3,2,0,17,Account marked for deletion,In federal jail permanently,1851292800,16597389,1780052
1267253,2,0,0,105,Account marked for deletion,In federal jail permanently,1851292800,1039245859,173
1267297,49,23,3,221,Account marked for deletion,In federal jail permanently,1851292800,66307495115,18259404
1267301,1,2,0,7,Account marked for deletion,In federal jail permanently,1851292800,9732448,0
1267357,0,2,0,0,Account marked for deletion,In federal jail permanently,1851292800,6115973,0
1267515,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,337459688,529847
1267587,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,8895488,0
1267624,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,6709709,0
1267635,0,0,0,4,Account marked for deletion,In federal jail permanently,1851292800,11820830,60
1267718,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,5681370,0
1267720,0,3,0,1,Account marked for deletion,In federal jail permanently,1851292800,-27246364,0
1267739,1,1,0,8,Account marked for deletion,In federal jail permanently,1851292800,128548274,834532
1267774,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1200014,56853
1267810,3,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,9149068,0
1267844,2,2,0,7,Account marked for deletion,In federal jail permanently,1851292800,1624696808,499823
1267858,2,2,0,0,Account marked for deletion,In federal jail permanently,1851292800,920629338,0
1268085,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,14497473,66097
1268097,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,17663223,0
1268165,0,1,0,5,Account marked for deletion,In federal jail permanently,1851292800,17776274,59138
1268193,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,6118440,0
1268239,0,3,0,104,Account marked for deletion,In federal jail permanently,1851292800,-6972702,461524
1268259,4,0,0,90,Account marked for deletion,In federal jail permanently,1851292800,2136837695,6599
1268323,0,3,0,15,Account marked for deletion,In federal jail permanently,1851292800,1927126021,280658
1268346,0,1,0,6,Staff see notes,In federal jail permanently,1851292800,0,205409
1268499,0,0,0,9,Account marked for deletion,In federal jail permanently,1851292800,28270730,77697
1268591,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,11455327,7364
1268637,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,10387095,8900
1268669,0,0,0,4,Multiple Accounts,In federal jail permanently,1851292800,-20400485,695
1268676,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,29580161,237333
1268726,1,0,0,6,Account marked for deletion,In federal jail permanently,1851292800,72228390,271473
1268799,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,2746544,101733
1268882,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,543900,0
1268905,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,4016314,120
1268908,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,1406312,0
1268918,2,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,4750430,0
1269102,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,9985179,0
1269203,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1900402,244
1269351,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,2092270,0
1269375,2,5,0,8,Account marked for deletion,In federal jail permanently,1851292800,14572087,0
1269481,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,2023372,0
1269719,13,22,15,81,Multiple Accounts,In federal jail permanently,1851292800,-1034071685,9641405
1270021,1,1,0,13,Account marked for deletion,In federal jail permanently,1851292800,18491788,243398
1270068,0,1,0,7,Account marked for deletion,In federal jail permanently,1851292800,5199238,774186
1270069,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,38288714,0
1270129,1,1,0,2,Account marked for deletion,In federal jail permanently,1851292800,-28551,0
1270209,0,2,0,22,Account marked for deletion,In federal jail permanently,1851292800,15472782,124
1270238,0,1,0,2,Account marked for deletion,In federal jail permanently,1851292800,243976,60
1270303,0,0,0,2,Account marked for deletion,In federal jail permanently,1851292800,12144591,0
1270328,2,0,0,238,Account marked for deletion,In federal jail permanently,1851292800,1195688464,625824
1270357,5,0,0,10,Staff See Notes,In federal jail permanently,1851292800,18730300837,1176804
1270460,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,7026837,488142
1270462,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,19803546,2328429
1270568,2,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,303989,12304
1270635,7,11,0,76,Account marked for deletion,In federal jail permanently,1851292800,-1631121604,2204478
1270694,0,0,0,35,Account marked for deletion,In federal jail permanently,1851292800,1063424610,0
1270791,4,2,0,51,Account marked for deletion,In federal jail permanently,1851292800,4839282,739197
1270798,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,17082161,0
1270854,0,0,0,68,Account marked for deletion,In federal jail permanently,1851292800,62482709,120
1270875,2,2,0,32,Account marked for deletion,In federal jail permanently,1851292800,53825105,227013
1270959,0,1,0,7,Account marked for deletion,In federal jail permanently,1851292800,1202108,0
1271095,0,0,0,8,Staff See Notes,In federal jail permanently,1851292800,1079211,0
1271243,1,1,0,90,Account marked for deletion,In federal jail permanently,1851292800,55982126,25870
1271276,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,21484984,0
1271333,1,0,0,1,Staff See Notes,In federal jail permanently,1851206400,1369537,120
1271435,0,1,0,1,Account marked for deletion,In federal jail permanently,1851292800,262989413,228738
1271512,0,1,0,35,Account marked for deletion,In federal jail permanently,1851292800,2038931,0
1271546,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,39347394,180
1271591,0,0,0,5,Account marked for deletion,In federal jail permanently,1851292800,907464128,0
1271630,3,3,0,15,Account marked for deletion,In federal jail permanently,1851292800,1557696468,471496
1271675,4,7,0,457,Account marked for deletion,In federal jail permanently,1851292800,343734461,1088593
1271814,4,4,0,177,Account marked for deletion,In federal jail permanently,1851292800,63806753,961089
1271958,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,19490326,0
1271977,6,3,0,602,Account marked for deletion,In federal jail permanently,1851292800,76207948,190844
1272005,0,0,0,2,Account marked for deletion,In federal jail permanently,1851292800,1408306,351
1272022,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,10192606,0
1272035,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,23125706,94690
1272143,0,2,0,1,Account marked for deletion,In federal jail permanently,1851292800,45471724,0
1272231,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,11425090,0
1272266,29,12,1311,221,Account marked for deletion,In federal jail permanently,1851292800,2341850123,7990964
1272307,1,0,0,10,Account marked for deletion,In federal jail permanently,1851292800,31964830,180
1272512,0,2,1,1,Account marked for deletion,In federal jail permanently,1851292800,7696477,240319
1272626,9,5,0,45,Account marked for deletion,In federal jail permanently,1851292800,109486840,1793931
1272671,0,1,0,1,Account marked for deletion,In federal jail permanently,1851292800,8039565,0
1272781,0,0,0,588,Account marked for deletion,In federal jail permanently,1851292800,30572280,0
1272840,0,0,0,3,Account marked for deletion,In federal jail permanently,1851292800,26517328,0
1272890,0,2,0,29,Account marked for deletion,In federal jail permanently,1851292800,1011000,0
1272893,0,1,0,1,Account marked for deletion,In federal jail permanently,1851292800,15116520,157050
1272915,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,39607839,0
1272933,0,1,0,59,Account marked for deletion,In federal jail permanently,1851292800,1490527,0
1272998,1,0,0,6,Account marked for deletion,In federal jail permanently,1851292800,411360396,1124063
1273044,1,1,0,0,Compromising an Account,In federal jail permanently,1851292800,15448358,5543
1273084,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,71042131,120
1273163,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,988372,57613
1273193,0,0,0,4,Account marked for deletion,In federal jail permanently,1851292800,-141897186,0
1273202,0,2,0,4,Account marked for deletion,In federal jail permanently,1851292800,18413125,120
1273239,0,3,0,10,Account marked for deletion,In federal jail permanently,1851292800,46040212,0
1273291,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,175171975,123014
1273315,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,16588969,4962
1273332,0,0,0,21,Account marked for deletion,In federal jail permanently,1851292800,28790830,296675
1273370,27,8,0,504,Account marked for deletion,In federal jail permanently,1851292800,2132330755,0
1273409,1,3,0,2,Compromising an Account,In federal jail permanently,1851292800,19629573,548051
1273476,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,33457910,120
1273498,1,2,0,7,Staff see notes,In federal jail permanently,1851292800,1450442,1940
1273499,0,0,0,24,Account marked for deletion,In federal jail permanently,1851292800,288092519,170550
1273513,1,0,0,3,Account marked for deletion,In federal jail permanently,1851292800,4030509,0
1273623,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,12027287,2977
1273755,0,1,0,40,Account marked for deletion,In federal jail permanently,1851292800,73333546,0
1273797,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,369222,20974
1273802,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1744813,0
1273829,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,-94273460,8933
1273935,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,10014395,7525
1273989,0,0,0,261,Account marked for deletion,In federal jail permanently,1851292800,35517159,51239
1274016,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,2283723,9240
1274164,1,0,0,53,Account marked for deletion,In federal jail permanently,1851292800,1124295,0
1274254,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,167097833,112489
1274322,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,5458290,208534
1274349,0,3,0,75,Account marked for deletion,In federal jail permanently,1851292800,799000,60748
1274351,1,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,49462712,540125
1274376,0,4,0,0,Account marked for deletion,In federal jail permanently,1851292800,14801821,992906
1274402,13,17,0,217,Account marked for deletion,In federal jail permanently,1851292800,84023925,2885501
1274416,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,9000025,746
1274747,0,0,0,4,Account marked for deletion,In federal jail permanently,1851292800,2340076,0
1274795,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,4101325,0
1274861,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,914937,0
1274868,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,21951407,192
1274907,6,7,0,598,Account held until further notice,In federal jail temporarily,1822521600,-462229043,1955914
1274932,0,0,0,14,Account marked for deletion,In federal jail permanently,1851292800,948023656,469634
1274941,0,0,0,15,Account marked for deletion,In federal jail permanently,1851292800,14892876,0
1274977,1,0,0,16,Account marked for deletion,In federal jail permanently,1851292800,115465838,166
1275003,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1843545356,4432514
1275073,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,4285091249,547132
1275075,0,2,0,12,Account marked for deletion,In federal jail permanently,1851292800,571484,295479
1275280,0,0,0,7,Account marked for deletion,In federal jail permanently,1851292800,14798319,0
1275297,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,737716,0
1275374,0,1,0,2,Account marked for deletion,In federal jail permanently,1851292800,16904185,48235
1275495,0,1,0,10,Account marked for deletion,In federal jail permanently,1851292800,11256770,0
1275581,0,1,0,3,Account marked for deletion,In federal jail permanently,1851292800,103390366,0
1275592,0,0,0,2,Account marked for Deletion,In federal jail permanently,1851292800,47362657,0
1275665,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,28733352,119983
1275672,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,23254813,120
1275796,0,3,0,15,Account marked for deletion,In federal jail permanently,1851292800,3864483,110928
1275822,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1045497,0
1275879,0,0,0,116,Account marked for deletion,In federal jail permanently,1851292800,930008,0
1275949,1,0,0,5,Account marked for deletion,In federal jail permanently,1851292800,511164059,92735
1275985,0,2,0,0,Account marked for deletion,In federal jail permanently,1851292800,13502130,0
1276055,0,1,0,3,Account marked for deletion,In federal jail permanently,1851292800,2308089,0
1276122,0,0,0,9,Account marked for deletion,In federal jail permanently,1851292800,5717500,227653
1276160,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,72617511,171483
1276165,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,13540599280,313240
1276166,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,294002350,221960
1276195,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,24483153,0
1276228,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,2132154,0
1276235,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,53697336,0
1276307,2,0,0,4,Account marked for deletion,In federal jail permanently,1851292800,31422303,0
1276422,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1420514,0
1276505,0,4,0,2,Account marked for deletion,In federal jail permanently,1851292800,90929657,167044
1276592,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,3722349,0
1276594,5,4,0,874,Account marked for deletion,In federal jail permanently,1851292800,4876927,387088
1276599,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,7475582,8508
1276648,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,16987425,6006
1276658,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,995491,0
1276715,0,2,0,1,Account marked for deletion,In federal jail permanently,1851292800,27219236,875946
1276736,0,0,0,160,Account marked for deletion,In federal jail permanently,1851292800,12302155,0
1276739,1,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,-197256,0
1276863,1,1,0,4,Account marked for deletion,In federal jail permanently,1851292800,18937126,0
1277170,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,-537480,0
1277352,0,0,0,85,Account marked for deletion,In federal jail permanently,1851292800,-28930523,0
1277385,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,-30905543,0
1277397,4,5,0,1442,Account Marked for deletion,In federal jail permanently,1851292800,-4919908,0
1277533,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,4927395,0
1277585,5,8,0,142,Account marked for deletion,In federal jail permanently,1851292800,12511623,572923
1277620,0,3,0,32,Account marked for deletion,In federal jail permanently,1851292800,125311702,0
1277773,0,0,0,12,Account marked for deletion,In federal jail permanently,1851292800,453216966,0
1277775,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,850341,16208
1277779,10,2,0,115,Account marked for deletion,In federal jail permanently,1851292800,-1799165554,1173441
1277827,2,0,0,4,Account marked for deletion,In federal jail permanently,1851292800,-58049821,383974
1277899,0,2,0,8,Account marked for deletion,In federal jail permanently,1851292800,7009924,299801
1277955,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1624589,54312
1278065,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,17272025,180
1278071,0,0,0,498,Account marked for deletion,In federal jail permanently,1851292800,12534898,700
1278340,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,-195042,17073
1278443,4,10,0,28,Account marked for Deletion,In federal jail permanently,1851292800,-373630,4618189
1278451,2,0,0,72,Account marked for deletion,In federal jail permanently,1851292800,205868525,436
1278453,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,17279397,120
1278688,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,44249022,0
1278905,0,1,0,5,Account marked for deletion,In federal jail permanently,1851292800,265822,1081
1279012,45,12,3,341,Account marked for deletion,In federal jail permanently,1851292800,50290294178,19177931
1279016,0,0,0,3,Account marked for deletion,In federal jail permanently,1851292800,95456357,0
1279025,1,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,297793424,264436
1279090,0,0,0,54,Account marked for deletion,In federal jail permanently,1851292800,14292298,0
1279193,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,209007445,82053
1279298,0,0,0,3,Account marked for deletion,In federal jail permanently,1851292800,733982,0
1279431,3,1,0,4,Account marked for deletion,In federal jail permanently,1851292800,15599231,356569
1279488,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,144005631,499475
1279518,0,0,0,14,Account marked for deletion,In federal jail permanently,1851292800,8063768,0
1279627,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,48246990,0
1279706,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,36216702,114603
1279713,0,2,0,3,Account marked for deletion,In federal jail permanently,1851292800,85850335,839597
1279737,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,20719500,0
1279739,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,5957021,0
1279754,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,-347494835,0
1279888,1,1,0,46,Account marked for deletion,In federal jail permanently,1851292800,3530923,0
1279969,0,0,0,3,Account marked for deletion,In federal jail permanently,1851292800,1381064622,92123
1279997,16,11,4,26,Account Marked for Deletion,In federal jail permanently,1851292800,-269107516,5144667
1280012,1,0,0,5,Account marked for deletion,In federal jail permanently,1851292800,98387648,120
1280030,3,1,0,64,Account marked for deletion,In federal jail permanently,1851292800,65580450,538169
1280088,3,3,0,120,Account marked for deletion,In federal jail permanently,1851292800,13853514,273703
1280105,1,0,0,230,Account marked for deletion,In federal jail permanently,1851292800,84672158,120
1280131,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,5273977,14424
1280215,34,6,0,340,Account marked for deletion,In federal jail permanently,1851292800,2339244187,9477261
1280241,1,6,0,14,Account marked for deletion,In federal jail permanently,1851292800,364140420,457608
1280246,0,0,0,5,Account marked for deletion,In federal jail permanently,1851292800,51687861,40291
1280288,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,26982939,0
1280311,0,0,0,2,Account marked for deletion,In federal jail permanently,1851292800,359327,0
1280512,0,1,0,7,Account marked for deletion,In federal jail permanently,1851292800,605267,0
1280528,0,1,0,19,Account marked for deletion,In federal jail permanently,1851292800,49277656,120
1280659,2,1,0,14,Staff See Notes,In federal jail permanently,1851292800,1886402,0
1280686,1,0,0,43,Account marked for deletion,In federal jail permanently,1851292800,1773167,0
1280739,0,1,0,130,Account marked for deletion,In federal jail permanently,1851292800,1261131642,322114
1280771,1,1,0,214,Account marked for deletion,In federal jail permanently,1851292800,947296,0
1280783,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1834769,0
1280803,0,0,0,1,Account marked for deletion,In federal jail permanently,1851292800,44596123,0
1280818,6,6,0,57,Account marked for deletion,In federal jail permanently,1851292800,25034738,0
1280861,0,0,0,6,Account marked for deletion,In federal jail permanently,1851292800,14441385,0
1280891,0,1,0,9,Staff See Notes,In federal jail permanently,1851292800,7719274,0
1280897,6,15,0,1722,Account marked for deletion,In federal jail permanently,1851292800,13404119,552641
1280920,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1024288,0
1280947,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1994251,0
1280963,0,0,0,2,Account marked for deletion,In federal jail permanently,1851292800,2210638346,0
1280965,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,253752936,0
1280982,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,77846817,406788
1281024,0,6,0,6,Account marked for deletion,In federal jail permanently,1851292800,47432973,0
1281131,1,3,0,37,Account marked for deletion,In federal jail permanently,1851292800,64851096,1525549
1281155,0,1,0,2,Account marked for deletion,In federal jail permanently,1851292800,1266153228,99037
1281164,1,0,0,6,Account marked for deletion,In federal jail permanently,1851292800,4305635,83133
1281225,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1834500,0
1281272,1,1,0,1,Account marked for deletion,In federal jail permanently,1851292800,33057937,0
1281289,1,0,0,163,Account marked for deletion,In federal jail permanently,1851292800,26784705,0
1281299,0,1,0,77,Account marked for deletion,In federal jail permanently,1851292800,485371,0
1281518,0,0,0,2,Account marked for deletion,In federal jail permanently,1851292800,53166089,66162
1281555,0,0,0,5,Account marked for deletion,In federal jail permanently,1851292800,104279702,819
1281604,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,596459819,534557
1281661,0,0,0,5,Account marked for deletion,In federal jail permanently,1851292800,1178992,0
1281702,3,4,18,69,Account marked for deletion,In federal jail permanently,1851292800,140018,1142226
1281706,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,43331325,29700
1281739,0,0,0,3,Account marked for deletion,In federal jail permanently,1851292800,96550846,0
1281750,0,4,0,2,Account marked for deletion,In federal jail permanently,1851292800,239993026,0
1281768,0,2,0,0,Account marked for deletion,In federal jail permanently,1851292800,2345086,175346
1281778,0,1,0,0,Account marked for deletion,In federal jail permanently,1851292800,8730736,0
1281910,1,0,0,0,Compromising an Account,In federal jail permanently,1851292800,13813225,52621
1281911,0,0,0,8,Account marked for deletion,In federal jail permanently,1851292800,1412058,788
1281961,0,0,0,28,Account marked for deletion,In federal jail permanently,1851292800,294477739,937407
1282038,0,1,0,1,Account marked for deletion,In federal jail permanently,1851292800,15694639,24523
1282132,1,3,0,45,Account marked for deletion,In federal jail permanently,1851292800,4432066,26963
1282155,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,14820966,0
1282195,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,14105692,1312
1282235,0,0,0,3,Account marked for deletion,In federal jail permanently,1851292800,13500326,963
1282250,0,0,0,0,Violation of IRC ToS,In federal jail permanently,1851292800,942608,0
1282304,1,1,0,14,Account marked for deletion,In federal jail permanently,1851292800,1177346264,563
1282483,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,31788434,5567
1282760,0,0,0,0,Multiple Accounts,In federal jail permanently,1851292800,1893145,0
1282784,0,0,0,1,Staff See Notes,In federal jail permanently,1851292800,169071,0
1282786,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1167258,120
1282798,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,7544236,67054
1282874,8,4,0,23,Account marked for deletion,In federal jail permanently,1851292800,57566625,784448
1282923,0,0,0,0,Account marked for deletion,In federal jail permanently,1851292800,1859374,3899
1282999,0,2,0,2,Account marked for deletion,In federal jail permanently,1851292800,315957775,177159
