NumID,status_descr,status_details,playername,level,playerage,rank,InitSignUp,last_action,total_duration,total_units,Date Added
2585852,In federal jail permanently,Account marked for deletion,robo_bio,40,821,Highly distinguished Egotist,7/10/2020 6:10:24 AM,9/3/2022 12:23:55 AM,36,days,10/9/2022 3:16:51 AM
2585883,In federal jail permanently,Account marked for deletion,Mhizking,22,821,Above average Samaritan,7/10/2020 7:23:28 AM,9/14/2022 6:01:38 PM,24,days,10/9/2022 3:16:51 AM
2594107,In federal jail permanently,Account marked for deletion,tinybelf,3,802,Beginner Nudist,7/28/2020 5:29:30 PM,7/23/2022 5:38:50 PM,77,days,10/9/2022 3:16:51 AM
2594233,In federal jail permanently,Account marked for deletion,Wokjul,23,802,Competent Scavenger,7/29/2020 1:28:33 AM,8/16/2022 4:37:23 AM,54,days,10/9/2022 3:16:51 AM
2595321,In federal jail permanently,Account marked for deletion,Theoneusa,6,799,Inexperienced Nudist,8/1/2020 7:19:09 AM,7/8/2022 3:12:09 PM,92,days,10/9/2022 3:16:51 AM
2595323,In federal jail permanently,Account marked for deletion,Prettygirlkorea,10,799,Novice Nudist,8/1/2020 7:26:51 AM,7/9/2022 1:34:23 AM,92,days,10/9/2022 3:16:51 AM
2595325,In federal jail permanently,Account marked for deletion,manforworld,10,799,Inexperienced Nudist,8/1/2020 7:33:26 AM,7/8/2022 3:17:01 PM,92,days,10/9/2022 3:16:51 AM
2600493,In federal jail permanently,Account marked for deletion,jan_cux,30,777,Veteran Accomplice,8/23/2020 6:22:12 AM,8/29/2022 5:41:43 PM,40,days,10/9/2022 3:16:51 AM
2601237,In federal jail permanently,Account marked for deletion,KingB-rad,15,773,Reasonable Outcast,8/26/2020 10:49:02 PM,8/3/2022 1:24:09 PM,66,days,10/9/2022 3:16:51 AM
2601244,In federal jail permanently,Account marked for deletion,QueenEve,15,773,Reasonable Samaritan,8/26/2020 11:26:00 PM,8/3/2022 1:25:04 PM,66,days,10/9/2022 3:16:51 AM
2601543,In federal jail permanently,Account marked for deletion,Spectra3,40,772,Professional Coward,8/28/2020 9:01:15 AM,8/19/2022 2:04:39 AM,51,days,10/9/2022 3:16:51 AM
2602343,In federal jail permanently,Account marked for deletion,Aniqnukman,48,767,Star Scavenger,9/1/2020 12:59:05 PM,10/9/2022 1:50:50 AM,7,hours,10/9/2022 3:16:51 AM
2603292,In federal jail permanently,Staff see notes,Rat-Bastard,80,762,Heroic Boxer,9/6/2020 11:05:07 AM,8/29/2022 9:32:56 AM,40,days,10/9/2022 3:16:51 AM
2604841,In federal jail permanently,Automated Scripting,DrHudsonHornet,71,754,Champion Importer,9/14/2020 10:45:28 AM,7/20/2022 6:37:18 PM,80,days,10/9/2022 3:16:51 AM
2605251,In federal jail permanently,Account marked for deletion,RosiQueen,25,752,Above average Slayer,9/16/2020 9:46:26 AM,8/3/2022 1:55:34 PM,66,days,10/9/2022 3:16:51 AM
2606386,In federal jail permanently,Staff see notes,DaddyHealer,60,748,Idolized Healer,9/20/2020 2:43:46 PM,9/28/2022 8:35:48 AM,11,days,10/9/2022 3:16:51 AM
2616113,In federal jail permanently,Account marked for deletion,moneyboy232,10,715,Rookie Nudist,10/23/2020 10:31:06 PM,7/17/2022 1:20:03 PM,83,days,10/9/2022 3:16:51 AM
2616435,In federal jail permanently,Account marked for deletion,Khaki,40,714,Professional Scavenger,10/25/2020 4:10:22 AM,10/9/2022 1:52:14 AM,7,hours,10/9/2022 3:16:51 AM
2617127,In federal jail permanently,Real money trading,Exquisite,61,711,Outstanding Slayer,10/27/2020 1:30:51 PM,7/26/2022 11:53:55 AM,74,days,10/9/2022 3:16:51 AM
2617549,In federal jail permanently,Account marked for deletion,Black_boiy,10,710,Novice Coward,10/28/2020 5:31:39 PM,9/14/2022 6:06:40 PM,24,days,10/9/2022 3:16:51 AM
2617596,In federal jail temporarily,Account held until further notice,Richbenz,10,710,Inexperienced Healer,10/28/2020 9:13:23 PM,8/18/2022 1:07:55 PM,51,days,10/9/2022 3:16:51 AM
2618353,In federal jail permanently,Account marked for deletion,Sanoxi,9,708,Inexperienced Trader,10/31/2020 9:33:45 AM,9/14/2022 6:05:07 PM,24,days,10/9/2022 3:16:51 AM
2618976,In federal jail permanently,Account marked for deletion,R3x4,3,705,Beginner Nudist,11/2/2020 5:40:18 PM,6/8/2022 3:01:49 PM,122,days,10/9/2022 3:16:51 AM
2619531,In federal jail permanently,Account marked for deletion,kimmy_0p,11,704,Reasonable Nudist,11/4/2020 9:59:54 AM,8/6/2022 1:43:30 AM,64,days,10/9/2022 3:16:51 AM
2619786,In federal jail permanently,Account marked for deletion,messy_hair,11,703,Above average Boxer,11/5/2020 5:42:06 AM,8/6/2022 1:40:56 AM,64,days,10/9/2022 3:16:51 AM
2621415,In federal jail permanently,Account marked for deletion,_T0kY0_,11,698,Reasonable Boxer,11/10/2020 11:52:59 AM,8/6/2022 6:19:42 AM,64,days,10/9/2022 3:16:51 AM
2623102,In federal jail permanently,Account marked for deletion,Corkimain40,8,691,Rookie Samaritan,11/16/2020 2:00:36 PM,9/11/2022 7:27:58 PM,27,days,10/9/2022 3:16:51 AM
2623488,In federal jail permanently,Account marked for deletion,naomi2121,11,690,Novice Hoarder,11/17/2020 6:55:37 PM,9/27/2022 1:59:32 AM,12,days,10/9/2022 3:16:51 AM
2627211,In federal jail permanently,Account marked for deletion,BabesBitch,36,677,Veteran Scavenger,12/1/2020 1:22:27 AM,9/12/2022 1:33:24 PM,26,days,10/9/2022 3:16:51 AM
2627544,In federal jail permanently,Account marked for deletion,LordoftheWeebs,15,676,Average Loser,12/2/2020 1:46:21 AM,7/30/2022 9:27:44 AM,70,days,10/9/2022 3:16:51 AM
2627988,In federal jail permanently,Real money trading,Sophia-torn,16,674,Distinguished Antagonist,12/3/2020 10:56:56 AM,9/27/2022 5:44:33 PM,11,days,10/9/2022 3:16:51 AM
2629846,In federal jail permanently,Account marked for deletion,TryOneMoreTime,19,669,Reasonable Nudist,12/9/2020 4:53:20 AM,7/23/2022 1:53:20 PM,77,days,10/9/2022 3:16:51 AM
2630801,In federal jail permanently,Account marked for deletion,dizzybrad,68,665,Celebrity Boxer,12/12/2020 8:30:30 PM,7/11/2022 7:44:34 AM,90,days,10/9/2022 3:16:51 AM
2631003,In federal jail permanently,Account marked for deletion,JohnMask,19,664,Above average Loser,12/13/2020 3:35:36 PM,8/3/2022 1:55:25 PM,66,days,10/9/2022 3:16:51 AM
2631562,In federal jail permanently,Account marked for deletion,AlexLim,12,662,Reasonable Nudist,12/15/2020 2:28:35 PM,7/23/2022 1:53:12 PM,77,days,10/9/2022 3:16:51 AM
2631680,In federal jail permanently,Account marked for deletion,NickS46,8,662,Rookie Nudist,12/16/2020 12:49:25 AM,8/20/2022 3:29:11 PM,49,days,10/9/2022 3:16:51 AM
2632123,In federal jail permanently,Account marked for deletion,TheBearCatt,10,660,Average Loser,12/17/2020 3:00:47 PM,8/20/2022 3:35:04 PM,49,days,10/9/2022 3:16:51 AM
2633250,In federal jail permanently,Real money trading,eZe55,9,658,Below average Trader,12/20/2020 8:32:25 AM,7/6/2022 1:52:33 PM,94,days,10/9/2022 3:16:51 AM
2633860,In federal jail permanently,Account marked for deletion,coolbabby,20,656,Highly competent Alcoholic,12/21/2020 12:20:31 PM,9/19/2022 1:31:00 PM,19,days,10/9/2022 3:16:51 AM
2636355,In federal jail permanently,Account marked for deletion,Pegaxy,14,652,Reasonable Slayer,12/26/2020 5:33:44 AM,10/2/2022 1:25:29 PM,6,days,10/9/2022 3:16:51 AM
2640438,In federal jail permanently,Account marked for deletion,Pogpig,21,644,Competent Outcast,1/2/2021 11:14:36 AM,8/7/2022 1:28:16 PM,62,days,10/9/2022 3:16:51 AM
2645399,In federal jail temporarily,Account held until further notice,MrHanan,45,637,Distinguished Intimidator,1/10/2021 8:36:05 AM,8/20/2022 9:30:33 AM,49,days,10/9/2022 3:16:51 AM
2646011,In federal jail permanently,Account marked for deletion,justicekgkg,22,635,Above average Bondsman,1/11/2021 9:50:59 AM,10/2/2022 8:57:24 PM,6,days,10/9/2022 3:16:51 AM
2646294,In federal jail permanently,Real money trading,Giausar,15,635,Above average Bondsman,1/12/2021 2:46:13 AM,8/2/2022 4:01:38 AM,68,days,10/9/2022 3:16:51 AM
2647708,In federal jail permanently,Account marked for deletion,Weebinator,19,631,Reasonable Nudist,1/15/2021 4:47:30 PM,9/24/2022 11:31:51 AM,14,days,10/9/2022 3:16:51 AM
2656715,In federal jail permanently,Account marked for deletion,MrsElite,33,605,Veteran Outcast,2/10/2021 10:51:16 PM,10/2/2022 11:18:24 AM,6,days,10/9/2022 3:16:51 AM
2658719,In federal jail permanently,Account marked for deletion,alxindr,7,598,Inexperienced Outcast,2/17/2021 11:17:49 PM,9/24/2022 1:50:48 AM,15,days,10/9/2022 3:16:51 AM
2659327,In federal jail temporarily,Account held until further notice,Jarlaxle,40,596,Distinguished Boxer,2/19/2021 6:03:37 PM,7/25/2022 12:38:25 PM,75,days,10/9/2022 3:16:51 AM
2659891,In federal jail permanently,Multiple accounts,Kaf,16,594,Reasonable Alcoholic,2/21/2021 1:33:41 PM,8/5/2022 7:11:26 AM,65,days,10/9/2022 3:16:51 AM
2661675,In federal jail permanently,Account marked for deletion,Filloz,24,590,Reasonable Mercenary,2/26/2021 1:40:02 AM,9/17/2022 3:55:20 AM,22,days,10/9/2022 3:16:51 AM
2661748,In federal jail permanently,Account marked for deletion,Redricx,29,590,Competent Mercenary,2/26/2021 6:44:48 AM,9/17/2022 2:58:44 AM,22,days,10/9/2022 3:16:51 AM
2664765,In federal jail temporarily,Account held until further notice,Ladithief,34,578,Highly competent Scavenger,3/9/2021 9:38:14 AM,10/1/2022 11:55:18 AM,7,days,10/9/2022 3:16:51 AM
2667884,In federal jail permanently,Account marked for deletion,Tom424,9,566,Novice Jobsworth,3/22/2021 8:58:38 AM,9/14/2022 8:20:13 AM,25,days,10/9/2022 3:16:51 AM
2671198,In federal jail permanently,Account marked for deletion,LovieBuffie,14,550,Above average Alcoholic,4/6/2021 1:29:47 PM,7/26/2022 7:03:18 PM,74,days,10/9/2022 3:16:51 AM
2671671,In federal jail permanently,Account marked for deletion,Sabredonk,10,548,Below average Outcast,4/8/2021 3:58:45 PM,8/7/2022 11:48:42 PM,62,days,10/9/2022 3:16:51 AM
2673109,In federal jail permanently,Account marked for deletion,xRochelle,20,541,Average Loser,4/15/2021 6:49:59 PM,7/17/2022 3:02:10 AM,84,days,10/9/2022 3:16:51 AM
2674172,In federal jail permanently,Account marked for deletion,JayJaytheNo_one,8,536,Inexperienced Buster,4/20/2021 9:59:51 PM,4/28/2022 8:26:14 AM,164,days,10/9/2022 3:16:51 AM
2676338,In federal jail permanently,Account marked for deletion,happ_trigger,9,526,Novice Investor,5/1/2021 7:40:32 AM,8/6/2022 1:49:09 AM,64,days,10/9/2022 3:16:51 AM
2677237,In federal jail permanently,Account marked for deletion,JK2573,3,522,Inexperienced Loser,5/4/2021 5:47:27 PM,7/13/2022 6:58:26 AM,88,days,10/9/2022 3:16:51 AM
2678958,In federal jail permanently,Account marked for deletion,Dzion,3,516,Rookie Intimidator,5/11/2021 3:45:18 AM,7/21/2022 11:54:05 AM,79,days,10/9/2022 3:16:51 AM
2679670,In federal jail permanently,Discrimination,Cereal,27,513,Highly competent Outcast,5/14/2021 3:14:35 AM,9/24/2022 3:23:59 PM,14,days,10/9/2022 3:16:51 AM
2681001,In federal jail permanently,Account marked for deletion,NOODLE-LEGS,21,508,Average Samaritan,5/19/2021 8:14:43 AM,10/5/2022 12:23:17 PM,3,days,10/9/2022 3:16:51 AM
2682673,In federal jail permanently,Account marked for deletion,hoangthao,48,501,Professional Coward,5/25/2021 12:54:03 PM,7/25/2022 8:06:40 AM,76,days,10/9/2022 3:16:51 AM
2684965,In federal jail permanently,Account marked for deletion,Ah_kill007,6,492,Novice Nudist,6/3/2021 1:34:41 PM,8/6/2022 1:41:47 AM,64,days,10/9/2022 3:16:51 AM
2686826,In federal jail permanently,Account marked for deletion,Mewgatron,49,485,Master Intimidator,6/10/2021 4:50:41 PM,7/25/2022 8:44:35 AM,76,days,10/9/2022 3:16:51 AM
2688867,In federal jail permanently,Account marked for deletion,sashamazig7,12,478,Average Samaritan,6/17/2021 8:22:38 PM,8/20/2022 2:28:51 PM,49,days,10/9/2022 3:16:51 AM
2690659,In federal jail permanently,Account marked for deletion,GuacamoleCheeto,6,472,Inexperienced Trader,6/24/2021 1:39:25 AM,9/14/2022 11:36:28 PM,24,days,10/9/2022 3:16:51 AM
2691727,In federal jail permanently,Account marked for deletion,Foot_licking,11,467,Below average Nudist,6/28/2021 8:07:13 PM,8/10/2022 9:32:52 PM,59,days,10/9/2022 3:16:51 AM
2691763,In federal jail permanently,Account marked for deletion,Mr_thiccboy,11,467,Novice Outcast,6/29/2021 12:24:34 AM,9/3/2022 2:33:27 AM,36,days,10/9/2022 3:16:51 AM
2692262,In federal jail permanently,Account marked for deletion,diego_brando,45,465,Highly distinguished Scavenger,7/1/2021 5:41:22 AM,10/9/2022 3:02:36 AM,6,hours,10/9/2022 3:16:51 AM
2692702,In federal jail permanently,Account marked for deletion,Sweethoneyik,9,463,Rookie Scavenger,7/3/2021 6:55:35 AM,9/19/2022 11:54:05 AM,19,days,10/9/2022 3:16:51 AM
2695578,In federal jail permanently,Real money trading,Hupsyyy,55,449,Master Intimidator,7/16/2021 5:34:49 PM,7/25/2022 4:35:53 PM,75,days,10/9/2022 3:16:51 AM
2696183,In federal jail permanently,Account marked for deletion,romanosalatenna,7,446,Rookie Samaritan,7/20/2021 3:14:47 AM,9/3/2022 2:57:43 PM,35,days,10/9/2022 3:16:51 AM
2698160,In federal jail permanently,Account marked for deletion,fahliil,7,434,Rookie Nudist,7/31/2021 9:17:35 PM,7/23/2022 5:28:05 PM,77,days,10/9/2022 3:16:51 AM
2699357,In federal jail permanently,Account marked for deletion,ShmealDeal,6,427,Rookie Nudist,8/7/2021 11:55:54 PM,8/15/2022 2:14:58 PM,54,days,10/9/2022 3:16:51 AM
2699999,In federal jail permanently,Account marked for deletion,Ronaldo,17,423,Veteran Alcoholic,8/12/2021 12:47:39 AM,10/4/2022 8:36:08 AM,5,days,10/9/2022 3:16:51 AM
2700227,In federal jail permanently,Account marked for deletion,_Dono_,31,422,Highly distinguished Scavenger,8/13/2021 9:23:39 AM,10/9/2022 1:48:40 AM,8,hours,10/9/2022 3:16:51 AM
2701262,In federal jail permanently,Account marked for deletion,A1fr3d_D3nt,11,417,Below average Nudist,8/18/2021 8:34:03 AM,9/3/2022 2:38:15 AM,36,days,10/9/2022 3:16:51 AM
2706480,In federal jail permanently,Multiple accounts,THE-JAILER,38,405,Highly competent Hoarder,8/30/2021 5:41:56 AM,8/20/2022 1:04:49 PM,49,days,10/9/2022 3:16:51 AM
2707534,In federal jail permanently,Account marked for deletion,Chuu_,12,402,Average Samaritan,9/1/2021 10:53:42 AM,8/3/2022 4:08:36 AM,67,days,10/9/2022 3:16:51 AM
2707956,In federal jail permanently,Account marked for deletion,Faith-Hope,23,401,Reasonable Antagonist,9/2/2021 11:30:20 AM,9/7/2022 8:23:19 AM,32,days,10/9/2022 3:16:51 AM
2709954,In federal jail permanently,Real money trading,Senior_White,19,397,Above average Trader,9/6/2021 5:24:27 PM,9/28/2022 12:01:07 AM,11,days,10/9/2022 3:16:51 AM
2710258,In federal jail permanently,Account marked for deletion,theRoyalBoss,5,397,Inexperienced Nudist,9/7/2021 5:05:50 AM,8/24/2022 2:51:01 AM,46,days,10/9/2022 3:16:51 AM
2715417,In federal jail permanently,Staff see notes,20210917,31,387,Highly distinguished Nudist,9/17/2021 6:45:40 AM,7/20/2022 5:37:06 PM,80,days,10/9/2022 3:16:51 AM
2715423,In federal jail permanently,Staff see notes,moneytest,31,387,Highly distinguished Nudist,9/17/2021 7:20:22 AM,7/20/2022 6:34:53 PM,80,days,10/9/2022 3:16:51 AM
2717303,In federal jail permanently,Account marked for deletion,Thi,30,382,Veteran Loser,9/22/2021 7:13:34 AM,8/17/2022 2:56:08 PM,52,days,10/9/2022 3:16:51 AM
2717974,In federal jail permanently,Account marked for deletion,Nhit21,15,379,Reasonable Nudist,9/24/2021 11:39:47 AM,8/17/2022 2:01:05 PM,52,days,10/9/2022 3:16:51 AM
2718589,In federal jail permanently,Account marked for deletion,Bongiwe,1,378,Absolute beginner Punchbag,9/26/2021 11:38:00 AM,5/26/2022 9:16:51 AM,136,days,10/9/2022 3:16:51 AM
2719894,In federal jail permanently,Account marked for deletion,fightinygn,20,373,Reasonable Slayer,9/30/2021 2:54:01 PM,7/30/2022 5:15:41 PM,70,days,10/9/2022 3:16:51 AM
2721291,In federal jail permanently,Account marked for deletion,ali_rose,13,368,Average Nudist,10/5/2021 3:32:32 PM,8/2/2022 10:01:28 AM,67,days,10/9/2022 3:16:51 AM
2721395,In federal jail permanently,Account marked for deletion,shitterbee,12,368,Below average Bondsman,10/5/2021 11:27:16 PM,8/21/2022 4:25:56 AM,49,days,10/9/2022 3:16:51 AM
2722015,In federal jail permanently,Account marked for deletion,freindlykevin,17,366,Reasonable Outcast,10/8/2021 5:45:32 AM,10/6/2022 2:45:10 PM,2,days,10/9/2022 3:16:51 AM
2724201,In federal jail permanently,Account marked for deletion,coolman501GSL,11,358,Below average Bondsman,10/15/2021 10:24:26 PM,8/21/2022 4:27:41 AM,49,days,10/9/2022 3:16:51 AM
2724663,In federal jail permanently,Account marked for deletion,MoFazzy,12,356,Below average Outcast,10/17/2021 2:38:34 PM,8/23/2022 8:21:00 AM,47,days,10/9/2022 3:16:51 AM
2725524,In federal jail permanently,Account marked for deletion,Inquisition,1,353,Absolute beginner Sage,10/20/2021 7:41:23 PM,6/17/2022 7:49:57 AM,114,days,10/9/2022 3:16:51 AM
2725527,In federal jail permanently,Account marked for deletion,FrapuccinoLatte,1,353,Absolute beginner Nudist,10/20/2021 7:51:49 PM,6/5/2022 6:53:24 PM,125,days,10/9/2022 3:16:51 AM
2725690,In federal jail permanently,Account marked for deletion,Margarete,12,352,Novice Loser,10/21/2021 10:43:10 AM,7/12/2022 4:51:55 PM,88,days,10/9/2022 3:16:51 AM
2725783,In federal jail permanently,Account marked for deletion,NadiyaDVA,18,352,Above average Antagonist,10/21/2021 6:05:20 PM,9/29/2022 1:39:41 PM,9,days,10/9/2022 3:16:51 AM
2726071,In federal jail permanently,Account marked for deletion,Schultzie,30,351,Distinguished Merchant,10/22/2021 11:01:29 PM,10/8/2022 6:49:31 PM,15,hours,10/9/2022 3:16:51 AM
2726072,In federal jail permanently,Account marked for deletion,Schlitz111,33,351,Veteran Slayer,10/22/2021 11:09:58 PM,10/6/2022 2:37:59 AM,3,days,10/9/2022 3:16:51 AM
2726168,In federal jail permanently,Account marked for deletion,102,1,351,Beginner Tycoon,10/23/2021 7:59:57 AM,10/4/2022 11:59:45 PM,4,days,10/9/2022 3:16:51 AM
2726285,In federal jail permanently,Account marked for deletion,legion3716,24,350,Highly competent Merchant,10/23/2021 6:30:41 PM,10/8/2022 8:54:01 PM,13,hours,10/9/2022 3:16:51 AM
2726664,In federal jail permanently,Account marked for deletion,Angel2021,37,349,Highly distinguished Merchant,10/25/2021 1:11:40 AM,9/12/2022 5:32:46 PM,26,days,10/9/2022 3:16:51 AM
2726745,In federal jail temporarily,Account held until further notice,Vic94,15,349,Highly competent Importer,10/25/2021 6:59:39 AM,10/5/2022 11:02:02 AM,3,days,10/9/2022 3:16:51 AM
2729455,In federal jail permanently,Account marked for deletion,ImAnAC130,1,339,Absolute beginner Egotist,11/3/2021 2:38:35 PM,9/30/2022 11:21:37 PM,8,days,10/9/2022 3:16:51 AM
2731262,In federal jail permanently,Account marked for deletion,Jessica,12,332,Above average Hoarder,11/11/2021 4:16:27 AM,8/9/2022 8:54:27 PM,60,days,10/9/2022 3:16:51 AM
2731375,In federal jail permanently,Account marked for deletion,anna66,26,331,Competent Coward,11/11/2021 3:00:26 PM,7/25/2022 8:42:38 AM,76,days,10/9/2022 3:16:51 AM
2732307,In federal jail permanently,Account marked for deletion,Anxious,15,327,Below average Loser,11/15/2021 2:11:14 PM,7/12/2022 4:17:50 PM,88,days,10/9/2022 3:16:51 AM
2732792,In federal jail permanently,Account marked for deletion,MrBobux,17,325,Reasonable Samaritan,11/17/2021 4:17:16 PM,7/9/2022 10:15:10 AM,92,days,10/9/2022 3:16:51 AM
2733354,In federal jail permanently,Account marked for deletion,Torn_Weeb,10,323,Rookie Outcast,11/19/2021 10:39:09 PM,9/20/2022 3:45:44 PM,18,days,10/9/2022 3:16:51 AM
2734022,In federal jail permanently,Account marked for deletion,Eythanol,11,320,Average Slayer,11/22/2021 5:49:10 PM,9/6/2022 2:24:17 PM,32,days,10/9/2022 3:16:51 AM
2735311,In federal jail permanently,Account marked for deletion,SpotAny,17,315,Reasonable Outcast,11/28/2021 5:57:32 AM,9/7/2022 11:17:48 AM,31,days,10/9/2022 3:16:51 AM
2735689,In federal jail permanently,Account marked for deletion,TevDaddy,50,313,Master Hoarder,11/29/2021 6:48:32 PM,9/12/2022 3:10:53 PM,26,days,10/9/2022 3:16:51 AM
2736258,In federal jail permanently,Account marked for deletion,Hazza91,10,311,Below average Outcast,12/2/2021 12:01:13 AM,10/5/2022 12:23:37 PM,3,days,10/9/2022 3:16:51 AM
2736731,In federal jail permanently,Account marked for deletion,P1K_BABY,30,309,Highly competent Scavenger,12/3/2021 10:59:12 PM,9/11/2022 7:55:28 PM,27,days,10/9/2022 3:16:51 AM
2737466,In federal jail permanently,Staff see notes,zoomake,31,306,Highly distinguished Slayer,12/7/2021 2:15:29 AM,7/20/2022 6:22:48 PM,80,days,10/9/2022 3:16:51 AM
2737520,In federal jail permanently,Staff see notes,Lilei,31,306,Highly distinguished Slayer,12/7/2021 7:37:19 AM,7/20/2022 4:33:44 PM,80,days,10/9/2022 3:16:51 AM
2738319,In federal jail permanently,Account marked for deletion,Longhotstick,6,302,Rookie Trader,12/10/2021 1:37:32 PM,7/30/2022 5:25:34 PM,70,days,10/9/2022 3:16:51 AM
2739362,In federal jail permanently,Real money trading,bonganifri,11,298,Average Hoarder,12/14/2021 5:48:39 PM,9/28/2022 12:51:03 AM,11,days,10/9/2022 3:16:51 AM
2740855,In federal jail permanently,Account marked for deletion,MisterBlack10k,35,293,Distinguished Samaritan,12/20/2021 8:49:03 AM,9/8/2022 10:28:20 PM,30,days,10/9/2022 3:16:51 AM
2741595,In federal jail permanently,Staff see notes,Maleek_,5,289,Rookie Intimidator,12/23/2021 12:02:42 PM,8/29/2022 1:47:59 AM,41,days,10/9/2022 3:16:51 AM
2741652,In federal jail permanently,Account marked for deletion,Biankaa,10,289,Rookie Samaritan,12/23/2021 6:02:41 PM,8/30/2022 1:28:00 AM,40,days,10/9/2022 3:16:51 AM
2743067,In federal jail permanently,Account marked for deletion,Bibibs,1,284,Beginner Trader,12/29/2021 10:55:03 AM,9/1/2022 12:18:39 PM,37,days,10/9/2022 3:16:51 AM
2743255,In federal jail permanently,Account marked for deletion,Xel,7,283,Novice Antagonist,12/30/2021 2:03:01 AM,8/12/2022 9:11:27 AM,58,days,10/9/2022 3:16:51 AM
2743767,In federal jail permanently,Account marked for deletion,Harry789,1,280,Absolute beginner Scavenger,1/1/2022 11:41:29 AM,7/30/2022 12:17:50 PM,70,days,10/9/2022 3:16:51 AM
2744064,In federal jail permanently,Account marked for deletion,Merter,2,279,Inexperienced Nudist,1/2/2022 4:46:17 PM,9/10/2022 1:38:35 PM,28,days,10/9/2022 3:16:51 AM
2744938,In federal jail permanently,Account marked for deletion,thembile110,13,276,Average Loser,1/5/2022 7:27:18 PM,7/8/2022 3:53:16 PM,92,days,10/9/2022 3:16:51 AM
2745517,In federal jail permanently,Account marked for deletion,Jerrywayne,12,274,Reasonable Outcast,1/7/2022 9:17:26 PM,8/29/2022 8:48:26 PM,40,days,10/9/2022 3:16:51 AM
2745644,In federal jail permanently,Account marked for deletion,Red-Reddington,25,273,Above average Accomplice,1/8/2022 10:26:15 AM,8/6/2022 4:53:36 AM,64,days,10/9/2022 3:16:51 AM
2747386,In federal jail permanently,Account marked for deletion,lgd123,6,267,Rookie Nudist,1/14/2022 11:24:06 AM,7/23/2022 1:52:54 PM,77,days,10/9/2022 3:16:51 AM
2748009,In federal jail permanently,Account marked for deletion,Jessica00,15,265,Reasonable Hoarder,1/16/2022 10:50:02 AM,10/4/2022 9:51:49 AM,5,days,10/9/2022 3:16:51 AM
2748240,In federal jail permanently,Account marked for deletion,Michael1970,24,265,Average Outcast,1/17/2022 3:11:26 AM,8/19/2022 7:28:26 AM,51,days,10/9/2022 3:16:51 AM
2748349,In federal jail permanently,Account marked for deletion,joegyi,26,264,Average Nudist,1/17/2022 11:25:34 AM,8/17/2022 9:44:15 AM,53,days,10/9/2022 3:16:51 AM
2748714,In federal jail permanently,Account marked for deletion,Nana0,4,263,Beginner Nudist,1/18/2022 8:00:57 PM,7/11/2022 7:43:30 PM,89,days,10/9/2022 3:16:51 AM
2750075,In federal jail permanently,Account marked for deletion,cumm,12,258,Average Outcast,1/23/2022 12:33:30 PM,7/8/2022 4:33:54 PM,92,days,10/9/2022 3:16:51 AM
2750286,In federal jail temporarily,Account held until further notice,farieyda,32,258,Veteran Boxer,1/24/2022 1:50:17 AM,8/17/2022 11:40:08 AM,52,days,10/9/2022 3:16:51 AM
2751872,In federal jail permanently,Account marked for deletion,yanmyoag1,25,251,Below average Nudist,1/30/2022 3:40:00 PM,8/17/2022 4:29:46 AM,53,days,10/9/2022 3:16:51 AM
2752317,In federal jail permanently,Account marked for deletion,Cloudy69,18,249,Above average Samaritan,2/1/2022 1:26:09 PM,9/7/2022 1:26:47 PM,31,days,10/9/2022 3:16:51 AM
2752401,In federal jail permanently,Account marked for deletion,terror101,5,249,Beginner Samaritan,2/1/2022 9:16:54 PM,9/18/2022 10:18:49 AM,21,days,10/9/2022 3:16:51 AM
2752483,In federal jail permanently,Account marked for deletion,Raghavan,7,249,Novice Nudist,2/2/2022 6:54:40 AM,8/12/2022 9:12:10 AM,58,days,10/9/2022 3:16:51 AM
2752733,In federal jail permanently,Account marked for deletion,KMB14,3,248,Beginner Coward,2/3/2022 9:56:34 AM,3/12/2022 7:49:54 AM,211,days,10/9/2022 3:16:51 AM
2753961,In federal jail temporarily,Account held until further notice,blueboyxx,14,242,Above average Scavenger,2/8/2022 4:58:00 PM,9/18/2022 2:02:15 PM,20,days,10/9/2022 3:16:51 AM
2754620,In federal jail permanently,Account marked for deletion,WendyBardian,11,240,Below average Egotist,2/11/2022 8:12:41 AM,7/5/2022 6:12:37 AM,96,days,10/9/2022 3:16:51 AM
2754723,In federal jail permanently,Account marked for deletion,Josiegirl117,19,239,Average Egotist,2/11/2022 7:19:44 PM,9/29/2022 11:00:14 PM,9,days,10/9/2022 3:16:51 AM
2754754,In federal jail permanently,Account marked for deletion,Pigfish10,8,239,Rookie Samaritan,2/11/2022 10:51:45 PM,8/29/2022 11:50:34 PM,40,days,10/9/2022 3:16:51 AM
2754999,In federal jail permanently,Account marked for deletion,Rhylan629,4,238,Beginner Outcast,2/12/2022 6:52:51 PM,10/1/2022 9:26:15 PM,7,days,10/9/2022 3:16:51 AM
2755005,In federal jail permanently,Account marked for deletion,MegaB,5,238,Beginner Bondsman,2/12/2022 7:31:56 PM,6/19/2022 7:11:05 PM,111,days,10/9/2022 3:16:51 AM
2756467,In federal jail permanently,Account marked for deletion,Koyos,10,233,Below average Samaritan,2/18/2022 8:01:09 AM,8/17/2022 3:54:39 AM,53,days,10/9/2022 3:16:51 AM
