Name,UID,Level,Faction,FID,State,Until,Friends,Enemies,Karma,ForumPosts,Details,Description,Date,Observed,Networth,Played,Stats
dickimdimdick,3942824,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,120,0
DicksInsideHer,4037283,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,0
DickTheThicc,3680357,2,None,0,Federal,1875916800,0,0,0,3,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3391376,4917,404
Diddlyfndoo,4381438,4,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,547097,9239,35
diddyu,3967258,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,0,766
Didi326455,4141745,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Didi501857,4129097,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Didi618292,4133248,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Didi651089,4114107,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dido10711,4106360,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dido155153,4141465,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dido9518,4110968,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
DieChi,3890561,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,69737,600,26
DieManSwitch,4066154,5,None,0,Federal,1875916800,1,0,0,3,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,68259,7574,3514
Diena28866,4099440,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,0,0,766
Dierdre142561,4140988,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dierdre849673,4130232,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
DieTomarrow,4062299,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,60,117
digawol1,3884140,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,300,26
digitrends,4064303,1,None,0,Federal,1875916800,0,0,2,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,60,766
dihandnut,4326906,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,26920,8182,2046
dikejeric,4159000,1,None,0,Federal,1875916800,0,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,120,26
dimadi8454,4192266,2,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,293017,11835,1116
dimagkharab,4049592,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,12208871,8598,3099
dimber,1491840,6,None,0,Federal,1875916800,2,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3658861,743,26
Dimhor,3850205,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
dimitrikrov,3949094,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,2081,119
Dinah968371,4119905,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
dingdongnr1,4354439,2,None,0,Federal,1875916800,0,0,2,15,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,7599580,12468,232
DingleFongle,4069372,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,0,766
Dini-,3972734,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,2408,26
Dinnie32399,4142107,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dinnie355247,4139107,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dinnie401186,4118795,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dinnie614758,4100228,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dinny573309,4123179,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dinosaurswife,3854353,15,None,0,Federal,1875916800,1,1,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,22592656,66317,12920
Dione154355,4148810,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dione574166,4133999,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dionis621923,4142494,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
DionisioMoya,3977700,1,None,0,Federal,1875916800,0,0,1,2,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,724,26
Dionne213914,4135683,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dionne427181,4150529,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dionne579611,4135700,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dipanmomdalr7,3987987,4,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,276114,2839,26
Dipit,2311954,17,None,0,Federal,1875916800,0,4,1,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,11490502,55269,2071045
directicon,3959088,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,28140,420,26
DirtySlut1998,4230190,6,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,562839,18223,1840
DirtySlut98,4230187,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,660,26
Dirtystinkinbal,3894201,15,None,0,Federal,1875916800,0,0,0,2,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,46978965,15614,20442
discord9283,4187966,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,240,26
DishaD,3745064,1,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,13876,2520,0
Dishes,3777913,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,596,0
Dita475607,4134941,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dita669655,4147460,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dita914932,4119852,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
dithiasekre,3776959,12,None,0,Federal,1875916800,3,0,0,12,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,2350070,66766,0
divaxxx,3740397,20,None,0,Federal,1875916800,3,2,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,58563751644,743490,0
divehave,4009156,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,0,0
div_,4284844,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,2670,0
Dix402987,4107674,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dix463091,4125690,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,0,0,0
Dix904026,4125754,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dixonmyaz867530,4409034,7,None,0,Federal,1875916800,1,0,0,2,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,6643953,52750,0
Dixonspewer,4182979,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,596418,4386,0
dixyhand,4229328,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,0
DizzyBeard,3409863,22,None,0,Federal,1875916800,2,0,0,9,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,-36764904,424521,0
Di_Magiba,4244391,8,None,0,Federal,1875916800,2,0,7,10,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1204998,53593,0
djdjvh,4296088,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,284,0
Djdondosneodn,4037916,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,112138,148,0
Djinnosid3,4175847,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,480,0
djkruszyna,4329239,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1149342,2503,0
DJLBN,2120197,45,Guardians of Asgard,49921,Fallen,0,7,1,0,0,Resting in Peace,Fallen,2026-09-17,1789632024,1893316076,1282957,12287857
djoul,3892599,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,16975,5719,0
dJrjd838,3971039,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,178429,120,26
Djsjsjdo,3860569,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,107504,5904,26
djwallace1,3983866,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,0,766
dkslay,4191572,11,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,7231223,37366,12794
DL512,1661729,3,None,0,Federal,1875916800,0,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,133962,9192,15994109
DLB_OGBOY,4039821,2,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,371243,7635,243
DLCX,3970139,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,342743,4680,613
dMansory,3881499,1,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,827934,2160,2507
DMont,2062854,12,None,0,Federal,1875916800,1,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,27377431,93143,55062
Dniren442803,4138093,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dn_Nev,3796501,12,None,0,Federal,1791072000,4,0,0,0,Multiple accounts,In federal jail for 17 days,2026-09-17,1789632024,16548709,109460,27871
doanor03,3624503,17,None,0,Federal,1875916800,4,2,1,21,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,49651942,980075,22605
doboxa6397,3722985,4,None,0,Federal,1875916800,2,0,0,0,Real money trading,In federal jail permanently,2026-09-17,1789632024,26005123,180,26
doctor9th,3670573,5,None,0,Federal,1875916800,3,0,0,2,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,818370,34602,1364
DoctorGoodies,4324491,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,406470,15725,3323
DocTrevena,123499,62,None,0,Fallen,0,24,4,0,76,Resting in Peace,Fallen,2026-09-17,1789632024,19072372206,1506661,43510968
Dode392708,4147666,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dode843064,4104732,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dode869062,4103772,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
dodenz,3939834,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,411171,1044,196
Dodi381430,4120878,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dodi492176,4128478,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dodi661211,4140986,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dodi920924,4137657,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dodie350366,4104736,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
dododoan,3701199,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1353,180,26
Dodongkopi,4424355,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,13802742,3443,11223
Dody396641,4135245,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Doe420434,4147194,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Doe526065,4136694,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Doe680405,4146952,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Doe686903,4111578,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Doen_Hardbang,2976533,10,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1351824,3969,240877
doflamingoo,3753700,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,2112,1440,337
Doghetto,4034647,10,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,21532560,16620,1320
DogtervanYHWH,4091718,18,None,0,Federal,1875916800,2,3,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,50385293,462039,53084
Dogynans,4036561,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,-537,600,26
DoingDrugsAlone,4344266,22,None,0,Federal,1875916800,0,0,0,5,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,404175563,209019,34207
DojahRoo420710,3008702,32,None,0,Federal,1875916800,10,1,2,4,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,322887047,464045,1768423
Dokumo,3956552,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,162863,360,26
Dol0,3860016,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,0,766
DolanBadger,4092071,5,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3997359,18680,14043
Dolce_V,4450966,10,THE NECRONS,57065,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,5614295,30145,1794
dolekeb424,4105405,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,2190,923
dolera9685,4354518,2,None,0,Federal,1875916800,2,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,1661,1253
DOLLARBILL1,4183402,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,81733,1458,268
DOLLARBILL152,4183302,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,60,766
Dolley252173,4104929,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dolley647108,4102658,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dolley841263,4148937,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dolli992972,4100579,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dollie544842,4109618,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dolly417122,4101562,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dolly737752,4104707,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dolly815130,4137347,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dolly_,4474474,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,594570,3652,0
Dolores875614,4125066,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dolorita465252,4096967,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dolorita470537,4115094,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dolorita741893,4138611,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Doloritas849833,4134336,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
DOM6CI,4298381,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,206695,7012,0
Domeniga661990,4107997,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
dominate33,4024261,1,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,60,0
Dominga305737,4129674,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dominga938793,4126746,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dominga946671,4134343,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dominica270484,4111507,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dominica378628,4134549,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Dominica574923,4113526,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
DominicDrechsel,3623336,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,6000,12610,0
Dominique907285,4132708,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
dommymans,3314966,8,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,23384659,22249,0
dom_comeleo,3762362,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,2480,606,0
Dona220274,4117979,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Dona725920,4121646,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
donaldb291,4466156,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,120,26
Donald_Jeremy,4350843,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3975096,16403,798
Donate2me,3755440,7,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,4410612,17257,646
Donatoor,3875058,5,None,0,Federal,1875916800,1,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,21850230,23526,274
Donelle349214,4138950,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donelle381555,4123139,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donelle616608,4131898,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donelle710666,4108382,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donelle91770,4112623,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
donemileo,3762356,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1550,600,26
DoneyDoon,2165828,16,None,0,Federal,1875916800,2,1,0,0,Real money trading,In federal jail permanently,2026-09-17,1789632024,3034702,32873,306598
Donghua,4116189,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,120,26
Doni-,3969249,4,None,0,Federal,1875916800,3,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1708,15224,131
Donia181251,4147221,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donia206908,4141582,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donia782863,4115436,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donia893911,4141080,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,0,0,766
Donica597868,4128570,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donica702623,4108555,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donica845142,4111233,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donielle589298,4128930,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donjulio001,3613106,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,38290,377,26
donkey77,2791318,10,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,2232157,4633,229313
DonkFlayd,4359032,14,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,24397643,89111,5368
DonKLuciano,3944235,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,331,26
DonLogari,3457769,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,120,26
donmarcelo,3953813,6,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,39928,6626,1705
Donna942513,4131963,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donna994018,4100777,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donnaaqqw,4492866,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,22741,9879,947
Donnamari173031,4107368,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donnamari71,4113301,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donni777082,4149406,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donnie160296,4150924,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donnie57176,4142021,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donnie847688,4121324,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donntui,3836379,2,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3006079,3812,3214
Donny302328,4130986,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Donny522404,4135356,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
DonnyTDaDiddler,4126223,1,None,0,Federal,1875916800,0,1,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3176,180,26
DonORWEZ,3960714,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,28206,420,26
DonRockyDontfed,3379459,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,252927,682,26
DonRoscoe,4305545,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,4026,119
DontClickLink,4348663,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,117
DontGetBeatUp,4043815,10,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,42206087,46415,4815
DonTheLedger,4029182,15,None,0,Federal,1875916800,1,0,0,2,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,643802364,64352,4857
DontHitMeImBaby,4218725,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,9251,300,0
Dontkillmy,3958646,5,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,336032,18488,0
