"name","level","state","details","desc","position","uid","date","toprint","faction","fid"
"9spaceking",11,"Federal","Account held until further notice","In federal jail temporarily","Member","1831565","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1831565]9spaceking [1831565][/url] - In federal jail temporarily (Account held until further notice)","none",0
"MrThicc69",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2514803","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2514803]MrThicc69 [2514803][/url] - In federal jail permanently (Account marked for deletion)","none",0
"StellaMay",23,"Federal","Account marked for deletion","In federal jail permanently","Member","2084125","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2084125]StellaMay [2084125][/url] - In federal jail permanently (Account marked for deletion)","none",0
"PRIS",22,"Federal","Account marked for deletion","In federal jail permanently","Leader","2069446","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2069446]PRIS [2069446][/url] - In federal jail permanently (Account marked for deletion)","none",0
"-Ebay-",16,"Federal","Account marked for deletion","In federal jail permanently","Leader","1681130","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1681130]-Ebay- [1681130][/url] - In federal jail permanently (Account marked for deletion)","none",0
"QuanYee",19,"Federal","Account marked for deletion","In federal jail permanently","Leader","1852285","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1852285]QuanYee [1852285][/url] - In federal jail permanently (Account marked for deletion)","none",0
"elmacco",6,"Federal","Account marked for deletion","In federal jail permanently","Member","2669961","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2669961]elmacco [2669961][/url] - In federal jail permanently (Account marked for deletion)","none",0
"the_king_04",7,"Federal","Account marked for deletion","In federal jail permanently","Member","2146754","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2146754]the_king_04 [2146754][/url] - In federal jail permanently (Account marked for deletion)","none",0
"ASWINHELL",14,"Federal","Account marked for deletion","In federal jail permanently","Member","2005861","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2005861]ASWINHELL [2005861][/url] - In federal jail permanently (Account marked for deletion)","none",0
"kuttoosan",6,"Federal","Account marked for deletion","In federal jail permanently","Member","2103530","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2103530]kuttoosan [2103530][/url] - In federal jail permanently (Account marked for deletion)","none",0
"GamerGamer",12,"Federal","Account marked for deletion","In federal jail permanently","Leader","2036907","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2036907]GamerGamer [2036907][/url] - In federal jail permanently (Account marked for deletion)","none",0
"zathura568",16,"Federal","Account marked for deletion","In federal jail permanently","Leader","1734310","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1734310]zathura568 [1734310][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Zathura",9,"Federal","Account marked for deletion","In federal jail permanently","Member","2089505","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2089505]Zathura [2089505][/url] - In federal jail permanently (Account marked for deletion)","none",0
"adreii",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2091147","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2091147]adreii [2091147][/url] - In federal jail permanently (Account marked for deletion)","none",0
"dallofcuty",24,"Federal","Account marked for deletion","In federal jail permanently","Leader","1792917","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1792917]dallofcuty [1792917][/url] - In federal jail permanently (Account marked for deletion)","none",0
"jamesbrowsan",26,"Federal","Account marked for deletion","In federal jail permanently","Leader","1786879","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1786879]jamesbrowsan [1786879][/url] - In federal jail permanently (Account marked for deletion)","none",0
"gwanzee",23,"Federal","Account marked for deletion","In federal jail permanently","Leader","1776512","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1776512]gwanzee [1776512][/url] - In federal jail permanently (Account marked for deletion)","none",0
"BraveOOPs",32,"Federal","Account marked for deletion","In federal jail permanently","Leader","1482182","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1482182]BraveOOPs [1482182][/url] - In federal jail permanently (Account marked for deletion)","none",0
"SS_Gaming",3,"Federal","Account marked for deletion","In federal jail permanently","Leader","2096539","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2096539]SS_Gaming [2096539][/url] - In federal jail permanently (Account marked for deletion)","none",0
"BamarGyi",30,"Federal","Account held until further notice","In federal jail temporarily","Leader","2008138","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2008138]BamarGyi [2008138][/url] - In federal jail temporarily (Account held until further notice)","none",0
"Godchacha",24,"Federal","Account marked for deletion","In federal jail permanently","Leader","2069459","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2069459]Godchacha [2069459][/url] - In federal jail permanently (Account marked for deletion)","none",0
"1stSTEP",62,"Federal","Account marked for deletion","In federal jail permanently","Leader","1206101","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1206101]1stSTEP [1206101][/url] - In federal jail permanently (Account marked for deletion)","none",0
"veryunluckyday",15,"Federal","Account marked for deletion","In federal jail permanently","Leader","2344678","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2344678]veryunluckyday [2344678][/url] - In federal jail permanently (Account marked for deletion)","none",0
"AgentKay",29,"Federal","Account marked for deletion","In federal jail permanently","Leader","1581248","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1581248]AgentKay [1581248][/url] - In federal jail permanently (Account marked for deletion)","none",0
"YoHighBae",29,"Federal","Multiple accounts","In federal jail permanently","Officer","1635946","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1635946]YoHighBae [1635946][/url] - In federal jail permanently (Multiple accounts)","none",0
"kim_jiwon",23,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","1927411","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1927411]kim_jiwon [1927411][/url] - In federal jail permanently (Account marked for deletion)","none",0
"keem56",13,"Federal","Account marked for deletion","In federal jail permanently","Member","2016834","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2016834]keem56 [2016834][/url] - In federal jail permanently (Account marked for deletion)","none",0
"wardi",22,"Federal","Account marked for deletion","In federal jail permanently","Assistant Commander","2077241","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2077241]wardi [2077241][/url] - In federal jail permanently (Account marked for deletion)","none",0
"The-Jefferson",17,"Federal","Account marked for deletion","In federal jail permanently","Private","2094689","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2094689]The-Jefferson [2094689][/url] - In federal jail permanently (Account marked for deletion)","none",0
"JESSICA-YING",19,"Federal","Account marked for deletion","In federal jail permanently","Officer","2097125","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2097125]JESSICA-YING [2097125][/url] - In federal jail permanently (Account marked for deletion)","none",0
"AMNUH",5,"Federal","Account marked for deletion","In federal jail permanently","Assistant Commander","2699281","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2699281]AMNUH [2699281][/url] - In federal jail permanently (Account marked for deletion)","none",0
"hippo",29,"Federal","Account marked for deletion","In federal jail permanently","Leader","1326969","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1326969]hippo [1326969][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Dafuk",4,"Federal","Account marked for deletion","In federal jail permanently","Leader","2096655","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2096655]Dafuk [2096655][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Deadsouth",19,"Federal","Account marked for deletion","In federal jail permanently","Armory use","2428230","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2428230]Deadsouth [2428230][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Bunanna",3,"Federal","Account marked for deletion","In federal jail permanently","Member","2883725","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2883725]Bunanna [2883725][/url] - In federal jail permanently (Account marked for deletion)","none",0
"reddish",16,"Federal","Account marked for deletion","In federal jail permanently","Member","2085143","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2085143]reddish [2085143][/url] - In federal jail permanently (Account marked for deletion)","none",0
"shinepaing",17,"Federal","Account marked for deletion","In federal jail permanently","Member","2087628","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2087628]shinepaing [2087628][/url] - In federal jail permanently (Account marked for deletion)","none",0
"10nge",18,"Federal","Account marked for deletion","In federal jail permanently","Leader","2090712","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2090712]10nge [2090712][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Esoz",15,"Federal","Account marked for deletion","In federal jail permanently","Member","2094184","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2094184]Esoz [2094184][/url] - In federal jail permanently (Account marked for deletion)","none",0
"finast",11,"Federal","Account marked for deletion","In federal jail permanently","Member","2096059","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2096059]finast [2096059][/url] - In federal jail permanently (Account marked for deletion)","none",0
"January005",11,"Federal","Account marked for deletion","In federal jail permanently","Member","2096374","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2096374]January005 [2096374][/url] - In federal jail permanently (Account marked for deletion)","none",0
"thirteen007",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2096761","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2096761]thirteen007 [2096761][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Onefour",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2096883","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2096883]Onefour [2096883][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Mee1111",12,"Federal","Account marked for deletion","In federal jail permanently","Leader","2095021","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2095021]Mee1111 [2095021][/url] - In federal jail permanently (Account marked for deletion)","none",0
"PoisonGuy",27,"Federal","Account marked for deletion","In federal jail permanently","Leader","344333","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=344333]PoisonGuy [344333][/url] - In federal jail permanently (Account marked for deletion)","none",0
"jide_xx",16,"Federal","Account held until further notice","In federal jail temporarily","Leader","2052193","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2052193]jide_xx [2052193][/url] - In federal jail temporarily (Account held until further notice)","none",0
"Remi",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2097539","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2097539]Remi [2097539][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Poopyfish",13,"Federal","Account marked for deletion","In federal jail permanently","Member","2056918","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2056918]Poopyfish [2056918][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Slinkybinky",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2088870","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2088870]Slinkybinky [2088870][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Goomy",6,"Federal","Account marked for deletion","In federal jail permanently","Member","2273084","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2273084]Goomy [2273084][/url] - In federal jail permanently (Account marked for deletion)","none",0
"SlasherDood",7,"Federal","Account marked for deletion","In federal jail permanently","Member","2279833","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2279833]SlasherDood [2279833][/url] - In federal jail permanently (Account marked for deletion)","none",0
"69_bigdaddy",3,"Federal","Account marked for deletion","In federal jail permanently","Member","2326210","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2326210]69_bigdaddy [2326210][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Ussywussy",3,"Federal","Account marked for deletion","In federal jail permanently","Member","2326211","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2326211]Ussywussy [2326211][/url] - In federal jail permanently (Account marked for deletion)","none",0
"The_Brummie",26,"Federal","Account marked for deletion","In federal jail permanently","Member","947301","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=947301]The_Brummie [947301][/url] - In federal jail permanently (Account marked for deletion)","none",0
"BROKEGUY",20,"Federal","Account marked for deletion","In federal jail permanently","Leader","2004378","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2004378]BROKEGUY [2004378][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Andytan",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2906159","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2906159]Andytan [2906159][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Yourmum422",14,"Federal","Account marked for deletion","In federal jail permanently","Member","1952649","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1952649]Yourmum422 [1952649][/url] - In federal jail permanently (Account marked for deletion)","none",0
"hayman143",23,"Federal","Staff see notes","In federal jail permanently","Leader","1664033","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1664033]hayman143 [1664033][/url] - In federal jail permanently (Staff see notes)","none",0
"finn20",18,"Federal","Account marked for deletion","In federal jail permanently","Leader","1851755","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1851755]finn20 [1851755][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Uganda_baby",5,"Federal","Account marked for deletion","In federal jail permanently","Leader","2097851","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2097851]Uganda_baby [2097851][/url] - In federal jail permanently (Account marked for deletion)","none",0
"No-Money",21,"Federal","Account marked for deletion","In federal jail permanently","Leader","2069026","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2069026]No-Money [2069026][/url] - In federal jail permanently (Account marked for deletion)","none",0
"nightmare01",23,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","1597860","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1597860]nightmare01 [1597860][/url] - In federal jail permanently (Account marked for deletion)","none",0
"suzuko",30,"Federal","Account marked for deletion","In federal jail permanently","Leader","1607001","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1607001]suzuko [1607001][/url] - In federal jail permanently (Account marked for deletion)","none",0
"red_head",49,"Federal","Account marked for deletion","In federal jail permanently","member","1873186","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1873186]red_head [1873186][/url] - In federal jail permanently (Account marked for deletion)","none",0
"DrSnowy",22,"Federal","Account marked for deletion","In federal jail permanently","Leader","1774730","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1774730]DrSnowy [1774730][/url] - In federal jail permanently (Account marked for deletion)","none",0
"lgym",77,"Federal","Account marked for deletion","In federal jail permanently","Leader","2110510","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2110510]lgym [2110510][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Uganda_Aaron",4,"Federal","Account marked for deletion","In federal jail permanently","Leader","2097587","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2097587]Uganda_Aaron [2097587][/url] - In federal jail permanently (Account marked for deletion)","none",0
"FireCraft",5,"Federal","Account marked for deletion","In federal jail permanently","Leader","2104579","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2104579]FireCraft [2104579][/url] - In federal jail permanently (Account marked for deletion)","none",0
"-sUp-",18,"Federal","Account marked for deletion","In federal jail permanently","Leader","1044604","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1044604]-sUp- [1044604][/url] - In federal jail permanently (Account marked for deletion)","none",0
"NeoHuan",5,"Federal","Account marked for deletion","In federal jail permanently","Leader","1813985","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1813985]NeoHuan [1813985][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Master_Of_Money",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2084523","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2084523]Master_Of_Money [2084523][/url] - In federal jail permanently (Account marked for deletion)","none",0
"td007",8,"Federal","Account marked for deletion","In federal jail permanently","Leader","1679406","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1679406]td007 [1679406][/url] - In federal jail permanently (Account marked for deletion)","none",0
"mohatoma",10,"Federal","Real money trading","In federal jail permanently","Leader","2104777","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2104777]mohatoma [2104777][/url] - In federal jail permanently (Real money trading)","none",0
"aKa",17,"Federal","Account marked for deletion","In federal jail permanently","Leader","1039450","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1039450]aKa [1039450][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Volcano",61,"Federal","Account marked for deletion","In federal jail permanently","Leader","1860032","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1860032]Volcano [1860032][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Logopal",36,"Federal","Account marked for deletion","In federal jail permanently","Member","1947774","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1947774]Logopal [1947774][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Eli-",19,"Federal","Account marked for deletion","In federal jail permanently","Leader","1025424","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1025424]Eli- [1025424][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Ademantem",30,"Federal","Account marked for deletion","In federal jail permanently","Leader","2298281","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2298281]Ademantem [2298281][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Destroclash",20,"Federal","Account marked for deletion","In federal jail permanently","Leader","2055455","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2055455]Destroclash [2055455][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Jdm2",21,"Federal","Account marked for deletion","In federal jail permanently","Leader","914738","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=914738]Jdm2 [914738][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Rietori",30,"Federal","Multiple Accounts","In federal jail permanently","Leader","1696580","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1696580]Rietori [1696580][/url] - In federal jail permanently (Multiple Accounts)","none",0
"gilkes",24,"Federal","Account marked for deletion","In federal jail permanently","Member","1685046","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1685046]gilkes [1685046][/url] - In federal jail permanently (Account marked for deletion)","none",0
"zwane",27,"Federal","Account marked for deletion","In federal jail permanently","Member","1996325","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1996325]zwane [1996325][/url] - In federal jail permanently (Account marked for deletion)","none",0
"SKY-No1-Fan",14,"Federal","Account held until further notice","In federal jail temporarily","Member","2076378","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2076378]SKY-No1-Fan [2076378][/url] - In federal jail temporarily (Account held until further notice)","none",0
"830329",66,"Federal","Account marked for deletion","In federal jail permanently","Leader","830329","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=830329]830329 [830329][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Tage",7,"Federal","Account marked for deletion","In federal jail permanently","Leader","2111105","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2111105]Tage [2111105][/url] - In federal jail permanently (Account marked for deletion)","none",0
"cityfinder",15,"Federal","Account marked for deletion","In federal jail permanently","Leader","2072902","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2072902]cityfinder [2072902][/url] - In federal jail permanently (Account marked for deletion)","none",0
"xaldrinx",62,"Federal","Account marked for deletion","In federal jail permanently","Leader","1101746","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1101746]xaldrinx [1101746][/url] - In federal jail permanently (Account marked for deletion)","none",0
"nonocut",19,"Federal","Account marked for deletion","In federal jail permanently","Member","2113146","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2113146]nonocut [2113146][/url] - In federal jail permanently (Account marked for deletion)","none",0
"kkgl13",25,"Federal","Account marked for deletion","In federal jail permanently","Leader","1371294","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1371294]kkgl13 [1371294][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Outside1",23,"Federal","Account marked for deletion","In federal jail permanently","Leader","2075844","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2075844]Outside1 [2075844][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Sgt-Paula",27,"Federal","Account marked for deletion","In federal jail permanently","Leader","1946809","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1946809]Sgt-Paula [1946809][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Officer-Sarah",13,"Federal","Account marked for deletion","In federal jail permanently","Sergeant","2688439","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2688439]Officer-Sarah [2688439][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Officer-Megan",11,"Federal","Account marked for deletion","In federal jail permanently","Officer","2688792","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2688792]Officer-Megan [2688792][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Off-Abby",10,"Federal","Account marked for deletion","In federal jail permanently","Officer","2690277","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2690277]Off-Abby [2690277][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Officer-Lois",10,"Federal","Account marked for deletion","In federal jail permanently","Officer","2691816","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2691816]Officer-Lois [2691816][/url] - In federal jail permanently (Account marked for deletion)","none",0
"DemonLord4",13,"Federal","Account marked for deletion","In federal jail permanently","Member","2190101","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2190101]DemonLord4 [2190101][/url] - In federal jail permanently (Account marked for deletion)","none",0
"BigShow130",11,"Federal","Account marked for deletion","In federal jail permanently","Member","2210419","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2210419]BigShow130 [2210419][/url] - In federal jail permanently (Account marked for deletion)","none",0
"DemonKing4",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2214968","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2214968]DemonKing4 [2214968][/url] - In federal jail permanently (Account marked for deletion)","none",0
"missing_One",13,"Federal","Account marked for deletion","In federal jail permanently","Leader","2065106","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2065106]missing_One [2065106][/url] - In federal jail permanently (Account marked for deletion)","none",0
"MadRo7",24,"Federal","Account held until further notice","In federal jail temporarily","Leader","2104176","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2104176]MadRo7 [2104176][/url] - In federal jail temporarily (Account held until further notice)","none",0
"g3nd0T",65,"Federal","RMT","In federal jail permanently","Leader","344137","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=344137]g3nd0T [344137][/url] - In federal jail permanently (RMT)","none",0
"ellenthebear",3,"Federal","Account marked for deletion","In federal jail permanently","Leader","2102811","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2102811]ellenthebear [2102811][/url] - In federal jail permanently (Account marked for deletion)","none",0
"raghu007",1,"Federal","Account marked for deletion","In federal jail permanently","Leader","2150018","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2150018]raghu007 [2150018][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Adrianxx",3,"Federal","Account marked for deletion","In federal jail permanently","Member","2116331","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2116331]Adrianxx [2116331][/url] - In federal jail permanently (Account marked for deletion)","none",0
"langkawang",16,"Federal","Account marked for deletion","In federal jail permanently","Leader","2026542","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2026542]langkawang [2026542][/url] - In federal jail permanently (Account marked for deletion)","none",0
"pcpcpc",17,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","1908541","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1908541]pcpcpc [1908541][/url] - In federal jail permanently (Account marked for deletion)","none",0
"ThePrincess",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2115712","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2115712]ThePrincess [2115712][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Mrs-Elite",6,"Federal","Account marked for deletion","In federal jail permanently","Leader","2117941","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2117941]Mrs-Elite [2117941][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Fog12",1,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","2118129","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2118129]Fog12 [2118129][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Buston",58,"Federal","Account marked for deletion","In federal jail permanently","Leader","2018371","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2018371]Buston [2018371][/url] - In federal jail permanently (Account marked for deletion)","none",0
"_MAFATU",15,"Federal","Account marked for deletion","In federal jail permanently","Leader","2101637","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2101637]_MAFATU [2101637][/url] - In federal jail permanently (Account marked for deletion)","none",0
"PosionChicken",9,"Federal","Account marked for deletion","In federal jail permanently","Leader","1795862","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1795862]PosionChicken [1795862][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Cassius-",15,"Federal","Account marked for deletion","In federal jail permanently","Leader","2101948","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2101948]Cassius- [2101948][/url] - In federal jail permanently (Account marked for deletion)","none",0
"nated1993",4,"Federal","Account marked for deletion","In federal jail permanently","Leader","2076174","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2076174]nated1993 [2076174][/url] - In federal jail permanently (Account marked for deletion)","none",0
"hiNatA-00-",29,"Federal","Account marked for deletion","In federal jail permanently","Leader","1183008","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1183008]hiNatA-00- [1183008][/url] - In federal jail permanently (Account marked for deletion)","none",0
"JoeEiji",19,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","2110868","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2110868]JoeEiji [2110868][/url] - In federal jail permanently (Account marked for deletion)","none",0
"FunFair",15,"Federal","Account marked for deletion","In federal jail permanently","Member","2110951","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2110951]FunFair [2110951][/url] - In federal jail permanently (Account marked for deletion)","none",0
"chivas_regal",20,"Federal","Account marked for deletion","In federal jail permanently","Leader","1879054","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1879054]chivas_regal [1879054][/url] - In federal jail permanently (Account marked for deletion)","none",0
"John-Roger",1,"Federal","Account marked for deletion","In federal jail permanently","Leader","2130499","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2130499]John-Roger [2130499][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Princess_Duke",1,"Federal","Account marked for deletion","In federal jail permanently","Leader","2133874","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2133874]Princess_Duke [2133874][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Goodmeetsbad",37,"Federal","Staff see notes","In federal jail permanently","Leader","1446352","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1446352]Goodmeetsbad [1446352][/url] - In federal jail permanently (Staff see notes)","none",0
"StrikeR_21",25,"Federal","Account held until further notice","In federal jail temporarily","Leader","988916","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=988916]StrikeR_21 [988916][/url] - In federal jail temporarily (Account held until further notice)","none",0
