uid,name,level,la,fid,faction,rankedwarhits,attackswon,xantaken,useractivity,retals,boostersused,energydrinkused,specialammoused,dukecontractscompleted,refills,Stats,total
3309080,OGPorkChop,19,1718876490,10850,JUX Lite,37,230,29,368846,0,0,0,0,20,5,0,1594
3309086,AJLRX,8,1718878301,51926,Inglorious Basterds,0,6,0,30945,0,0,0,0,2,0,0,3691
3309129,KingBrows,10,1718860604,39580,Dead Body Crew,0,113,6,20654,0,0,0,0,1,0,0,502
3309164,161,10,1718874903,39580,Dead Body Crew,0,122,1,30831,0,0,3,0,16,0,0,26
3309341,SatanShepherd,16,1718875547,40918,DEFIANCE,0,146,8,54389,0,3,0,0,15,3,0,9034
3309444,DamionBlade,11,1718871607,42842,Legitimate Laboratory,0,84,0,86845,0,0,0,20,15,0,0,397
3309478,DiamondRook,18,1718877590,13421,Wild Guardians,0,218,47,775037,0,0,0,0,14,8,0,10317
3309533,Flurp88,12,1718862908,33999,The  Scullions,0,135,10,124439,0,5,0,0,15,1,0,10113
330959,Glazgo,77,1718878453,16282,Nuclear Winter,313,3347,32,2303655,24,0,183,0,267,269,0,645407600
3309591,Maddocks,9,1718865306,46570,INSANITY X,0,130,14,44941,0,0,3,0,10,1,0,1841
3309602,eebss,11,1718871213,46570,INSANITY X,0,75,10,44222,0,0,0,0,20,2,0,1953
3309704,Honourable,16,1718874545,15046,We Are Rising,0,133,34,159571,0,0,0,0,2,10,0,117
330973,Hogfather,100,1718860604,230,PT-Family,1026,30275,5679,46111405,183,262,1267,44195,2716,2421,0,7020197926
3310055,NightOwl14,17,1718840423,10856,REK II,0,219,38,54803,0,0,0,0,22,0,0,117
3310090,Pismel,16,1718876024,37537,WTF Ducks,0,105,8,97085,0,0,0,0,16,3,0,117
3310217,MrPuffim,12,1718863246,46570,INSANITY X,11,133,5,222145,0,0,0,70,13,5,0,4048
3310306,MTTheHustler,11,1718869966,46570,INSANITY X,0,174,5,54406,0,0,0,0,13,5,0,1451
3310402,AdrianHim,15,1718862096,48624,Affliction,0,134,9,272572,0,0,0,0,17,1,0,8869
3310523,QuarkOfFeregnar,16,1718878217,23952,Midnight Plague,0,107,16,278751,0,0,0,0,0,7,0,4632
3310561,jane-wicklow,15,1718873122,10507,Ducks of Quacken,0,131,5,69146,0,0,0,0,21,2,0,3828
3310685,StrezzedOutz,15,1718853844,46144,SKS MUTATED,0,109,1,184000,0,0,0,0,1,0,0,7162
3310698,Teagannn,15,1718858809,37537,WTF Ducks,0,108,6,75860,0,0,0,0,10,0,0,372
3310837,mingyue11,17,1718876834,36134,SMTH - Silver Hand,0,128,43,262953,0,0,0,0,19,6,0,117
3310881,SleveLee,18,1718877765,16335,SMTH - November Chopin,0,117,54,221948,0,0,0,0,15,16,0,766
3311028,cameron121,15,1718870024,15046,We Are Rising,0,235,32,224215,0,0,0,0,1,9,0,372
3311050,Suspect6909,7,1718876611,41067,Houdini,0,6,8,37002,0,0,0,0,2,0,0,26
3311052,BaileyG1997,11,1718871392,25857,Road House,0,88,6,158826,0,0,0,0,15,0,0,372
3311109,Nalaan,17,1718849049,42842,Legitimate Laboratory,0,144,32,267714,0,36,0,0,14,15,0,91617
3311146,Shipe-Knarf,15,1718869042,15837,Suits,0,157,34,128431,0,0,0,0,1,14,0,117
3311156,Red_Panda_6,7,1718869991,44865,Clockwork Orange,0,17,2,18106,0,0,0,0,0,0,0,262
3311272,Syfm,13,1718876617,40959,EPIC Mafia,0,198,21,137815,0,0,0,0,6,0,0,1458
3311315,InesValkyrie,12,1718848532,15930,HellBound,19,116,4,73190,0,0,0,0,1,0,0,26
331146,Shandra,100,1718848517,9100,The Black Hand,733,15077,4732,11204014,96,998,1480,27888,229,1967,0,5912625084
3311596,plmdy,12,1718877644,37537,WTF Ducks,0,76,1,238174,0,0,0,0,18,0,0,766
3311642,Glorpus,11,1718878475,46442,The Resolute,0,50,3,14095,0,0,0,0,1,14,0,9695
3311713,repugnancy,15,1718860653,8124,Samurai Warlords*,0,147,12,64057,0,0,0,0,10,1,0,1186
3311719,TonyB0822,7,1718853662,48002,Corrupted Phoenix,0,78,1,47134,0,0,0,0,14,0,0,372
3311862,crb96311,16,1718876284,27902,SMTH - Concord,0,209,4,166122,0,0,0,0,1,0,0,117
3311881,EKLUGYI,8,1718877026,38847,Vigilantes,0,2,0,24180,0,0,0,0,0,0,0,372
3311926,Bandit006,6,1718846197,45046,DU: Hit it and Quit it,0,4,1,35398,0,0,0,0,2,0,0,766
331193,Howlinmad,99,1718875947,8836,Vinerri,458,7387,2323,4334170,31,727,4699,0,39,3752,0,7701198863
33121,St-Lucia,70,1718836710,8944,Ambulance Chasers,424,2157,50,2789726,62,68,121,0,15,2216,0,2607917970
3312348,NeuroWolf,12,1718876466,46570,INSANITY X,0,177,15,83642,0,0,23,0,17,3,0,4617
3312359,Dollem,9,1718872179,49642,~Frog R3bellioN~,0,51,7,60476,0,0,0,0,5,0,0,663
3312364,Grainbrain,15,1718859993,49069,Nixies Ranch,0,194,8,125638,0,16,0,0,17,12,0,26829
3312379,hitman-empire-1,11,1718861561,41067,Houdini,0,106,8,47593,0,0,0,50,13,0,0,26
3312403,PerilousPixie,10,1718877707,42263,Happy Vegemites,0,17,3,98491,0,0,3,0,4,0,0,26
3312414,JohnRackham,13,1718862526,46570,INSANITY X,0,150,7,107069,0,0,11,18,9,2,0,9872
3312605,NoZuoNoDie,18,1718878260,20465,SMTH - Phoenix Nirvana,1,144,51,174657,0,0,0,0,2,17,0,119
3312616,Midnight_Toker,8,1718874596,34247,The Saviors: Outpost,0,22,0,32643,0,0,0,0,5,0,0,124
3312818,Moatilliatta,16,1718868131,37537,WTF Ducks,0,87,5,235553,0,2,0,0,6,4,0,372
3312850,thomdz,9,1718868335,41929,Valor,0,31,0,24576,0,0,0,0,11,0,0,1255
3312869,Prex,12,1718839842,48640,Infernum Apocalypse,0,100,9,39436,0,0,0,0,17,4,0,26
3312875,suliaojs,17,1718875318,20465,SMTH - Phoenix Nirvana,0,147,33,124361,0,0,0,0,9,5,0,26
3312880,SpOffy,13,1718865839,16040,Winter is Coming,0,170,6,43278,0,0,0,0,18,0,0,372
3312955,Tanakakun,9,1718865912,38847,Vigilantes,0,95,16,5880,0,0,2,0,0,0,0,26
3312961,Tyrique1,15,1718878580,50170,Night Watch,0,145,1,69792,0,0,0,0,10,1,0,4138
3313014,turnturn,18,1718878489,38847,Vigilantes,0,205,29,223293,0,0,0,0,0,15,0,766
3313059,Specker,12,1718878428,41929,Valor,0,154,1,165553,0,0,0,50,17,0,0,3143
3313093,lilchahta808,5,1718847620,41775,PT-Torntuga,0,27,0,10546,0,0,0,0,3,0,0,26
3313153,OscarML,9,1718875774,16057,Glory to Heroes,0,80,6,13620,0,0,0,0,7,0,0,26
3313339,3ch0s,9,1718877660,37803,Academy X,0,13,12,22698,0,0,0,0,5,0,0,26
3313418,Danydog,17,1718878031,37537,WTF Ducks,,,,,,,,,,,0,923
331351,blast_dragon,22,1718875157,40959,EPIC Mafia,673,4035,2395,3321302,112,33,305,527,96,1041,0,2327244112
3313795,xToasty,15,1718878227,1149,WTF,0,214,12,101395,0,4,0,0,11,0,0,860
3314028,PowerInMisery,16,1718878445,50170,Night Watch,0,181,2,114728,0,0,0,90,17,0,0,2448
3314125,jambajuicy,6,1718878176,41775,PT-Torntuga,0,3,1,36649,0,0,0,0,2,0,0,50
3314352,SamoaTy,9,1718860484,45046,DU: Hit it and Quit it,0,76,8,113550,0,1,0,0,16,3,0,26
3314728,ItsJustErf,13,1718878412,15930,HellBound,0,149,4,85363,0,6,1,0,17,0,0,8543
3314837,aaaaidk0,8,1718850392,49837,Coma Toast,10,38,0,53084,1,0,0,0,13,2,0,35
3314922,BBLDrizzah,7,1718868270,39580,Dead Body Crew,0,17,0,31345,0,0,0,0,7,0,0,26
3314960,FireRatio,11,1718864791,46570,INSANITY X,0,173,7,182965,0,0,0,0,12,0,0,3139
3314982,Ksiangry,7,1718866568,41929,Valor,0,47,4,48490,0,0,0,0,12,0,0,334
3315063,AceRothstein,7,1718874693,41775,PT-Torntuga,0,2,0,17427,0,0,0,0,0,0,0,300
3315176,HKLXII,9,1718875625,40959,EPIC Mafia,0,31,1,18039,0,0,0,0,14,0,0,722
331531,Carter,80,1718845258,7935,Blue Rock Collective,3,3670,444,3605864,1,49,98,5621,693,903,0,843278547
3315323,Yurko2609,9,1718852689,48624,Affliction,0,102,5,88827,0,0,0,0,8,1,0,871
3315354,REIDAH,9,1718853572,50170,Night Watch,0,81,0,76630,0,0,0,22,10,0,0,1893
3315424,Madeit,15,1718870849,40959,EPIC Mafia,28,156,15,75561,0,0,0,0,16,1,0,117
3315439,GarySwordFace,15,1718869283,48640,Infernum Apocalypse,0,169,7,166431,0,1,0,0,5,5,0,1945
3315445,mrcjs1,6,1718875742,10507,Ducks of Quacken,0,13,0,21002,0,0,0,0,2,0,0,32
3315491,Glorfindel1997,10,1718857989,41775,PT-Torntuga,0,49,0,88881,0,0,1,62,12,0,0,278
3315681,Hanlly,5,1718849456,41775,PT-Torntuga,0,7,0,37759,0,0,0,0,0,0,0,173
3315686,kingquad400,5,1718875181,41929,Valor,0,4,0,63753,0,0,0,0,0,0,0,1095
3315725,Farscythe,18,1718865963,5431,Ghost Ship,0,210,29,51023,0,9,0,0,10,8,0,766
3315742,brown61,8,1718859223,42055,Dead Fragment,0,13,0,44144,0,0,0,0,2,0,0,26
3315833,Agilefish,9,1718877978,41775,PT-Torntuga,0,49,3,92187,0,0,0,94,10,0,0,714
3315903,idfwpwfwpidfw,5,1718877207,34247,The Saviors: Outpost,0,11,0,25529,0,0,0,0,0,1,0,26
3316033,Urdadsneedle,5,1718866327,41775,PT-Torntuga,0,2,2,8295,0,0,0,0,0,0,0,63
3316061,Lu3nc3r,7,1718849356,41775,PT-Torntuga,0,18,0,43500,0,0,0,0,5,0,0,26
3316123,Dergun,13,1718878589,50630,DE SINALOA CARTEL HQ,0,114,7,52388,0,0,1,0,3,0,0,428
3316282,GungaGaluhnga,10,1718868350,50630,DE SINALOA CARTEL HQ,0,50,6,54553,0,0,0,11,11,0,0,3047
3316317,iDriveASupra,12,1718867678,41067,Houdini,0,127,11,230822,0,0,0,0,7,1,0,26
3316341,moresugarplease,15,1718859018,40399,WIT-Mayhem,0,127,5,165778,0,1,0,0,1,1,0,10386
3316446,Darryl98,9,1718844202,42055,Dead Fragment,0,39,5,155180,0,0,0,0,16,0,0,1452
3316515,rory_,11,1718878535,41929,Valor,0,81,1,178997,0,0,0,0,11,0,0,387
3316554,Whatgoo,8,1718857052,41929,Valor,0,36,0,31976,0,0,0,0,4,0,0,252
3316672,zejuj,7,1718868975,41775,PT-Torntuga,0,21,0,47285,0,0,0,0,9,0,0,697
3316692,mochaCAT,6,1718875800,41775,PT-Torntuga,0,16,0,79627,0,0,0,0,5,0,0,31
3316728,unknown_303,6,1718872449,20341,Veloce,0,19,0,21061,0,0,0,0,3,0,0,83
3316749,fjd,6,1718876607,46570,INSANITY X,0,59,2,24855,0,0,0,0,4,0,0,26
3316752,xMDMAx,7,1718876037,41929,Valor,0,40,0,22455,0,0,0,0,8,0,0,256
3316887,Syphus,10,1718878389,10507,Ducks of Quacken,0,65,5,128338,0,0,0,0,0,0,0,2066
3316907,cyck,15,1718877905,41775,PT-Torntuga,0,131,10,90831,0,0,0,0,1,0,0,1292
3316966,DarkShikari,10,1718859128,48640,Infernum Apocalypse,0,64,6,89820,0,0,0,0,13,1,0,803
3317033,m4o9,17,1718877788,36134,SMTH - Silver Hand,0,87,32,131296,0,0,0,0,0,11,0,26
3317056,Devster69,8,1718877316,9728,Victores Cruenti,0,31,17,28569,0,0,1,0,12,3,0,26
3317290,Angela_boo,7,1718844640,50630,DE SINALOA CARTEL HQ,0,5,2,23465,0,0,0,0,1,0,0,32
3317401,TORNINTOPIECES,8,1718858626,12249,Aurora Surrealis,0,71,7,32249,0,0,0,0,1,2,0,26
3317423,Phrostbite,7,1718865814,18560,S.C.A.R. - DELTA GREEN,0,8,0,30187,0,0,0,0,0,0,0,331
3317431,liquidfate420,10,1718870880,12249,Aurora Surrealis,0,127,12,53919,0,0,0,0,4,1,0,26
3317587,AzKogeki,6,1718863270,37450,Wargasm-DNA,0,12,3,59994,0,0,0,0,0,0,0,517
3317614,magginoodlesoup,5,1718849463,41775,PT-Torntuga,0,2,0,4284,0,0,0,0,0,0,0,57
3317681,VeraCaelan,7,1718856483,49184,The Rusty Pickle,0,3,0,8527,0,0,0,0,0,0,0,20192
3317683,EVANGALION,12,1718878260,10877,House of Dragonborn,0,91,6,73667,1,0,0,0,10,2,0,766
3317708,Svetlana_pur,5,1718846858,41775,PT-Torntuga,0,8,2,5632,0,0,0,0,0,0,0,26
3317723,Zephielis,15,1718878286,20465,SMTH - Phoenix Nirvana,0,85,9,200192,0,0,0,0,1,8,0,1764
3317770,Aurabys,5,1718878392,41775,PT-Torntuga,0,2,0,5265,0,0,0,0,0,0,0,26
3317811,brobus,5,1718849422,50630,DE SINALOA CARTEL HQ,0,2,0,7519,0,0,0,0,0,0,0,108
3317890,Xx_Eugene_xX,15,1718878505,40959,EPIC Mafia,0,133,0,155757,0,0,0,0,14,0,0,26
3317905,Levioso,6,1718872301,46570,INSANITY X,0,3,0,16291,0,0,0,0,1,0,0,58
3317942,DarwinKrinn,12,1718856720,48640,Infernum Apocalypse,0,139,10,155880,0,0,0,0,14,0,0,26
3318020,lockzz,10,1718877391,50630,DE SINALOA CARTEL HQ,0,91,8,45412,0,0,0,61,14,0,0,4348
3318062,CliveHussler,8,1718854399,39580,Dead Body Crew,0,23,0,39406,0,0,0,0,2,0,0,133
3318063,Osiris1856,10,1718857700,11782,Plague Inc.,0,32,0,44707,0,0,0,0,4,3,0,372
3318134,CherryChoke,7,1718856789,27554,Spawtans,0,22,0,55600,0,0,0,0,6,0,0,26
3318258,BeanBag515,5,1718844418,37803,Academy X,0,11,6,29701,0,0,0,0,5,0,0,128
3318270,ElectricShock,8,1718849392,43428,The Madhouse Resurrection,0,37,0,82082,0,0,0,0,10,0,0,26
3318276,triplexx,5,1718851367,48640,Infernum Apocalypse,0,2,18,161452,0,0,0,0,1,2,0,117
3318283,X73,9,1718875657,23193,Materia,0,45,1,112324,0,0,0,0,9,0,0,26
3318304,Tearrer,12,1718857140,41929,Valor,0,109,9,111965,0,0,2,0,6,1,0,372
3318315,Womenlover,13,1718864457,40420,Too Sober for this Shit,0,75,22,112850,0,0,0,0,12,0,0,117
3318491,H_KJ,19,1718876413,8422,Monarch Cupid,0,197,6,71900,0,0,0,0,8,12,0,9648
3318526,Gubbin,4,1718866333,15046,We Are Rising,0,4,8,49262,0,0,0,0,0,0,0,3590
3318538,sandsand,16,1718878398,27902,SMTH - Concord,0,90,24,100023,0,0,0,0,1,7,0,117
3318548,PabloZac,5,1718847791,41775,PT-Torntuga,0,27,0,11596,0,0,0,0,5,0,0,1619
331868,LeRoux,90,1718878448,10174,AQUA-Poseidon,993,24836,4618,13523804,39,252,368,29031,505,1780,0,4354781493
3318721,Samcrafted,12,1718864594,33999,The  Scullions,0,95,17,135343,0,0,0,0,4,6,0,4007
3318759,Robotron557,6,1718863377,48640,Infernum Apocalypse,0,10,3,40335,0,0,0,0,0,0,0,117
3318832,DemonTeeth,6,1718868521,41775,PT-Torntuga,0,2,0,19300,0,0,0,0,0,0,0,2748
3318894,NitRoo6,16,1718876717,7282,Luscious Dreams,0,82,31,79494,0,0,0,0,3,10,0,3570
3319189,nether550gf,15,1718877320,48640,Infernum Apocalypse,0,128,13,89972,0,0,0,0,0,0,0,372
3319217,Louiemeow,19,1718878360,37537,WTF Ducks,,,,,,,,,,,0,766
3319384,Knife_Gun,9,1718859124,48640,Infernum Apocalypse,0,95,4,84391,0,0,0,0,12,0,0,50
3319400,Br1s1ngr,6,1718875239,41775,PT-Torntuga,0,7,0,17795,0,0,0,0,2,0,0,26
3319522,AGENTAK47,9,1718853372,10877,House of Dragonborn,0,12,0,22638,0,0,1,0,3,0,0,766
3319666,Warfox2026,6,1718849778,41775,PT-Torntuga,0,8,0,35780,0,0,0,0,2,0,0,172
3319693,X_Uknown,7,1718858695,41775,PT-Torntuga,0,3,0,10339,0,0,0,0,2,0,0,2277
3319744,Jayho,8,1718857987,48640,Infernum Apocalypse,0,30,7,34567,0,0,0,0,7,0,0,26
3319780,Lixandro,7,1718858557,37537,WTF Ducks,0,25,2,17684,0,0,0,0,10,4,0,372
3319793,D1Savage,7,1718850721,50630,DE SINALOA CARTEL HQ,0,28,5,75686,0,0,0,0,4,1,0,11334
3319854,Circle_Dang,16,1718870660,37537,WTF Ducks,0,129,24,158769,0,13,20,0,10,5,0,372
3319912,FirehawkZero,7,1718872590,41775,PT-Torntuga,0,3,1,21081,0,0,0,0,0,0,0,26
3319963,Midnight204,5,1718843647,41775,PT-Torntuga,0,4,0,24722,0,0,0,0,0,0,0,31
3320110,Daphne2001,15,1718874098,16247,Capacity X,0,211,20,18619,0,6,9,0,13,11,0,2628
3320139,Jeru_De_Damaja,9,1718872639,43428,The Madhouse Resurrection,0,30,10,80906,0,0,0,0,3,1,0,372
3320302,jianxin,7,1718841760,20465,SMTH - Phoenix Nirvana,0,2,2,24073,0,1,0,0,0,5,0,26
3320306,Pascal_P,8,1718838711,10507,Ducks of Quacken,0,30,2,41715,0,0,0,0,6,0,0,461
3320439,Rick_Harrison_,9,1718855686,15046,We Are Rising,0,25,0,59153,0,0,0,0,1,0,0,117
3320543,Doc9,7,1718859363,48640,Infernum Apocalypse,0,55,5,38428,0,0,0,0,0,0,0,372
3320601,SirSucksALot,8,1718850368,10507,Ducks of Quacken,0,26,2,45099,0,0,0,50,9,0,0,143
3320701,Zerrexz,7,1718851139,37537,WTF Ducks,0,3,0,39601,0,0,0,0,0,1,0,766
332073,Muzz,100,1718875076,23952,Midnight Plague,2155,17668,4839,23933101,1009,264,2000,30538,1133,2314,0,6799093821
3320791,ItIsAGoodName,13,1718864914,37537,WTF Ducks,0,138,15,132514,0,0,0,0,4,1,0,766
3320805,LegendRodKimble,8,1718856296,40959,EPIC Mafia,0,5,0,48704,0,0,0,0,2,0,0,284
3320847,Ramsey_fox,5,1718861405,41775,PT-Torntuga,0,5,0,11223,0,0,0,0,2,0,0,26
3320849,SavageLacky,3,1718865763,37537,WTF Ducks,0,2,3,2220,0,0,0,0,0,0,0,26
3320863,crylater,10,1718878449,17776,ThugLife Recruiting,0,48,9,78425,0,0,0,0,1,3,0,372
3320904,JOLicorice,12,1718872692,40959,EPIC Mafia,0,78,2,95160,0,0,0,0,3,0,0,26
3321140,DinkleDestroy,5,1718866964,41929,Valor,0,5,0,6579,0,0,0,0,0,0,0,38
3321142,stormbound,15,1718877721,46708,The Revenant,0,311,26,349932,0,5,0,127,12,5,0,117
3321526,omedkb,15,1718877735,46708,The Revenant,0,112,6,216260,0,0,0,0,1,0,0,372
3321638,LuckyGaby,3,1718845836,37537,WTF Ducks,0,12,0,17516,0,0,0,0,0,0,0,372
3321649,Eggtwin,7,1718860062,50156,Midnight Marauders,0,13,9,18728,0,0,0,0,0,0,0,26
3321651,Banditx,7,1718867833,48640,Infernum Apocalypse,0,34,4,168742,0,0,0,0,5,0,0,766
3321694,JollyGrimlock,7,1718848715,48640,Infernum Apocalypse,0,23,0,54056,0,0,0,0,7,0,0,210
3321725,CojacTheMighty,4,1718867486,46570,INSANITY X,0,3,0,13270,0,0,0,0,0,0,0,79
3321788,callofdoritos,6,1718867581,41929,Valor,0,55,3,18592,0,0,0,0,1,0,0,372
3321790,Koskash,6,1718878441,41929,Valor,0,24,1,18352,0,0,0,0,0,0,0,26
3321818,blicero,8,1718848632,50156,Midnight Marauders,0,21,16,63136,0,0,0,0,6,3,0,26
3321841,baronessvonb,15,1718865671,37537,WTF Ducks,0,107,1,75854,0,0,2,0,0,3,0,766
3321871,suzzi,6,1718872553,40959,EPIC Mafia,0,6,1,27771,0,0,0,0,2,0,0,117
3321904,Housik,6,1718874575,46570,INSANITY X,0,34,0,17150,0,0,0,0,7,0,0,26
3321992,Porcelaine,15,1718878486,21040,Monarch Vanguard,0,163,18,188637,0,0,0,0,11,11,0,766
3322084,ttettted2,10,1718877796,41929,Valor,0,103,1,54652,0,0,0,0,7,0,0,10916
3322186,Brooklynguy,6,1718866772,49601,ECLIP5E,0,11,2,24018,0,0,0,0,4,0,0,23536
3322288,jemalito,8,1718862507,41775,PT-Torntuga,0,34,0,15883,0,0,0,0,6,0,0,225
3322310,Ash1826,4,1718869041,37537,WTF Ducks,0,2,0,4925,0,0,0,0,0,0,0,766
3322381,0Gpurp02,8,1718850263,37537,WTF Ducks,0,22,5,61360,0,0,0,0,3,0,0,766
3322389,TMMT,8,1718873622,37537,WTF Ducks,0,78,2,44288,0,0,0,5,10,0,0,26
3322433,RetrO221,6,1718843538,37537,WTF Ducks,0,27,4,36304,0,0,0,0,4,0,0,766
3322434,GusFringe,14,1718863963,37537,WTF Ducks,0,141,0,77662,0,0,0,0,5,0,0,372
3322475,EmperorKuro,6,1718873956,46570,INSANITY X,0,10,0,19706,0,0,0,0,5,0,0,1384
3322509,LimmyBeGood,8,1718865623,42842,Legitimate Laboratory,0,14,3,144027,0,0,0,8,8,0,0,98
3322525,BigBossFrog,7,1718876798,22887,Organized Goose Co-Op,0,2,0,40142,0,0,0,0,2,0,0,766
3322551,Lord_Jefe,11,1718876613,48835,Valiance,0,76,0,54479,0,0,0,0,0,0,0,26
332256,Toria,51,1718868729,8509,Wandering Earth,6,731,64,1307373,0,14,21,0,13,34,0,196295958
3322569,DabbingMonkey,8,1718849246,37450,Wargasm-DNA,0,18,2,52819,0,0,0,0,7,0,0,55698
3322585,Bootlong,11,1718869152,37450,Wargasm-DNA,0,70,11,134766,0,0,0,0,10,5,0,766
3322624,Deltarage28,10,1718874198,37537,WTF Ducks,0,37,0,48212,0,0,1,0,10,0,0,766
3322692,Naterize,7,1718854968,44376,Rubber Ducky Pirates,0,15,11,16739,0,0,0,0,1,0,0,3275
3322714,AxxturelX,8,1718866459,46805,Hummingbirds,0,23,0,46775,0,0,0,0,4,0,0,26
3322765,Craffie,6,1718872794,37537,WTF Ducks,0,17,1,17437,0,0,0,0,5,0,0,372
3322815,mrmolla,5,1718847270,41929,Valor,0,15,11,19943,0,0,0,0,1,5,0,3316
3322868,TouranFrosty,15,1718874124,37537,WTF Ducks,0,123,9,51858,0,4,0,0,9,2,0,117
3322873,Yellow-Rumi,5,1718869090,48640,Infernum Apocalypse,0,17,0,7856,0,0,0,0,1,0,0,64
3322891,H_Slay,10,1718878028,37537,WTF Ducks,0,43,5,14160,0,0,0,0,0,2,0,117
3322892,Mageec,4,1718877965,37537,WTF Ducks,0,2,0,14710,0,0,0,0,0,0,0,117
3322899,andrid07,5,1718876855,39580,Dead Body Crew,0,18,1,21992,0,0,0,0,0,0,0,127
3322903,Miyahh,11,1718877348,40959,EPIC Mafia,0,71,10,61536,0,3,0,0,7,4,0,26
3322914,Bunscher_Kunce,6,1718877841,40959,EPIC Mafia,0,59,0,79052,0,0,0,0,3,0,0,766
3322955,Sm1leytwo,5,1718872035,44376,Rubber Ducky Pirates,0,24,1,41611,0,0,0,0,3,0,0,29
3323018,AngelRavenDeath,5,1718865132,42842,Legitimate Laboratory,0,2,0,4695,0,0,0,0,0,0,0,26
3323111,cheomeni,5,1718874968,48769,The Coalition,0,30,5,20111,0,0,2,0,2,0,0,126
3323113,LIOnus,5,1718873443,42842,Legitimate Laboratory,0,2,0,25048,0,0,0,0,0,0,0,333
3323231,Bread32,5,1718877003,39580,Dead Body Crew,0,34,0,26279,0,0,0,0,1,0,0,170
3323355,gandalf42,15,1718878112,37537,WTF Ducks,0,176,16,96916,0,1,5,0,9,8,0,2358
3323413,Malfunktion,11,1718865373,37537,WTF Ducks,0,56,0,32957,0,0,0,0,5,0,0,766
3323425,Lilly_hammerfel,5,1718862168,42842,Legitimate Laboratory,0,4,0,25579,0,0,0,0,0,0,0,26
3323434,Killerzor,5,1718851965,11782,Plague Inc.,0,4,2,25334,0,0,0,0,0,0,0,846
3323479,amazingxo,17,1718843887,6974,Onion Smugglers,0,132,17,122233,0,12,2,0,6,7,0,26
3323529,CT5505,3,1718840643,39580,Dead Body Crew,0,2,1,26893,0,0,0,0,0,0,0,4981
3323602,Ricksan,6,1718870826,45415,Nixies Forge,0,2,0,55622,0,0,0,0,0,0,0,284
3323696,Helygen,6,1718872624,41929,Valor,0,2,0,16580,0,0,0,0,1,0,0,26
3323705,Axis0,6,1718857722,39580,Dead Body Crew,0,4,0,96927,0,0,7,0,2,0,0,2751
3323716,swiftie2001,12,1718877430,37537,WTF Ducks,0,85,14,55155,0,8,2,0,7,7,0,1080
3323976,GTZ_LAXOR-_-,10,1718875844,41853,Blood Money,0,47,4,67762,0,0,1,0,3,0,0,117
3323994,InsideVortex,1,1718868518,45415,Nixies Forge,0,2,0,2592,0,0,0,0,0,0,0,26
3324084,KenSPN,10,1718867021,27211,W.M.D,0,70,1,108748,0,0,0,0,8,0,0,26
3324151,FEDERALBUREAU,5,1718850379,41028,BLOODLINE,0,22,0,41816,0,0,0,0,0,0,0,923
3324315,Timinator12,10,1718872280,27211,W.M.D,0,54,0,175854,0,0,0,0,6,0,0,117
3324334,Anya_Bear,15,1718872737,9305,Legitimate Business,0,181,19,202913,0,0,0,0,10,4,0,766
3324468,purespider,5,1718872984,48640,Infernum Apocalypse,0,3,16,36801,0,0,0,0,0,2,0,26
3324502,Naleema,6,1718876418,37537,WTF Ducks,0,7,0,46049,0,0,0,0,0,1,0,117
3324548,Aolani,4,1718844322,34247,The Saviors: Outpost,0,2,0,25116,0,0,0,0,0,0,0,846
3324584,ScanPuff,7,1718877468,37537,WTF Ducks,0,40,9,73198,0,0,0,0,6,4,0,766
3324660,Peelsj,10,1718873165,37537,WTF Ducks,0,40,0,104246,0,0,0,0,7,1,0,117
3324683,C0J,5,1718864327,50543,Oreo CheeseCake,0,14,0,18575,0,0,0,0,4,0,0,59
3324684,Sugrplm,9,1718858212,46570,INSANITY X,0,44,9,51538,0,12,0,0,0,3,0,4475
3324701,CruxEternal,3,1718863527,39580,Dead Body Crew,0,4,0,16005,0,0,0,0,0,0,0,107
3324758,MedievalSerf,13,1718873339,9517,OverWatch,0,87,7,120113,0,0,0,0,7,2,0,117
3324924,fishfinger,8,1718878317,42055,Dead Fragment,0,26,4,145080,0,0,0,0,7,3,0,2253
3324984,Patku,8,1718868372,37537,WTF Ducks,0,22,0,38564,0,0,0,0,3,1,0,372
332505,Midknight,100,1718876847,33458,SA One  Punch,3723,46369,11730,48211277,1585,2013,12950,47013,1962,3949,0,1.368e+11
3325356,RealReap,12,1718861972,42842,Legitimate Laboratory,0,78,4,65327,0,0,0,0,5,3,0,15088
3325365,Delpiero,15,1718874387,37537,WTF Ducks,0,129,3,139120,0,0,0,0,7,0,0,26
3325386,hhuuj90,7,1718865654,41775,PT-Torntuga,0,2,0,20093,0,0,0,0,1,0,0,117
3325388,Phant9m,3,1718877931,48002,Corrupted Phoenix,0,2,0,720,0,0,0,0,0,0,0,26
3325412,Direborne1,15,1718874534,37537,WTF Ducks,0,116,16,97060,0,1,0,0,1,5,0,372
3325487,xHAO,5,1718856955,37537,WTF Ducks,0,29,0,27417,0,0,0,0,1,0,0,117
3325603,BrokenSam,5,1718855159,8802,Ram Rajya,0,4,1,15066,0,0,0,0,1,0,0,766
3325606,dangerboy1204,4,1718856307,39580,Dead Body Crew,,,,,,,,,,,0,26
3325617,FrancLeBlanc,5,1718875392,49069,Nixies Ranch,0,6,2,75788,0,0,0,0,0,0,0,26
3325628,OGDexter,7,1718849267,37537,WTF Ducks,0,96,4,75656,0,0,0,0,3,0,0,766
