"faction","stat","name","level","total","side","activity","id","update","fid"
"Evolution","2.17b","KopNudler",98,2166110429,"WW",0.441,2587915,1717621592.49914,366
"Evolution","2.05b","Th0wz",89,2049190465,"WW",0.689,2617533,1718442382.106,366
"Evolution","4.28b","MothaFukkaJones",98,4281692198,"WW",3.937,2631050,1718442382.106,366
"Evolution","859.18m","Driftu",52,859178809,"WW",0.727,2631458,1716930438.83649,366
"Evolution","2.91b","Nutters_club",96,2907213791,"WW",1.555,2670937,1718442382.106,366
"Evolution","1.05b","TwinkleToots",89,1047850834,"WW",0.833,2696662,1718442382.106,366
"Evolution","4.96b","debug",100,4959405597,"WW",0.215,449203,1718874388.64975,366
"Evolution","12.4b","tin-lizzy",100,12395362487,"WW",0.203,590683,1718874388.64975,366
"Evolution","8.76b","RenegadeRuss",100,8755576048,"WW",0.82,1295794,1718874388.64975,366
"Evolution","9.36b","BurningMan",100,9361146455,"WW",0.709,1314740,1718874388.64975,366
"FLATLINE","8.94b","SaltyClam",100,8943157144,"WW",0.684,146327,1717275987.51412,36891
"FLATLINE","3.72b","Mr-Me",80,3720549871,"WW",0.227,177887,1716541677.85069,36891
"FLATLINE","6.04b","Zorfar",100,6040916536,"WW",1.293,467306,1718442382.106,36891
"FLATLINE","4.99b","Kaos",100,4987349574,"WW",0.262,603616,1717362412.99191,36891
"FLATLINE","1.51b","JDub",73,1506332095,"WW",1.331,882839,1718442382.106,36891
"FLATLINE","1.64b","Mysterious27",89,1638688204,"WW",0.309,1368994,1718528780.64238,36891
"FLATLINE","8.85b","Rasper",100,8849515490,"WW",0.39,1372544,1718442382.106,36891
"FLATLINE","28.51m","FlipFlop",39,28509539,"WW",2.306,1578126,1718140032.05234,36891
"FLATLINE","6.06b","buckland",100,6057310155,"WW",1.023,1728227,1716714382.81286,36891
"FLATLINE","4.18b","tamboyd",100,4183492601,"WW",1.307,1746140,1718442382.106,36891
"FLATLINE","301.83m","baazboi0124",40,301831192,"WW",1.786,1758726,1717103221.09932,36891
"FLATLINE","2.89b","mildlysalted",97,2893005697,"WW",0.168,1871701,1716973652.66914,36891
"FLATLINE","3.31b","_NiveK_",99,3306064398,"WW",1.238,1916388,1717664789.64243,36891
"FLATLINE","1.56b","JimJam",99,1559524515,"WW",0.403,1944675,1718528780.64238,36891
"FLATLINE","185.11m","zockster",60,185114730,"WW",0.302,1949562,1718096791.77983,36891
"FLATLINE","4.85b","awkward",99,4847057761,"WW",0.453,1958780,1718442382.106,36891
"FLATLINE","3.11b","HADDINE",89,3106693178,"WW",0.264,2023934,1718442382.106,36891
"FLATLINE","2.21b","phoenixrose",96,2212535571,"WW",0.318,2041810,1718442382.106,36891
"FLATLINE","4.77b","Blunt",100,4773496207,"WW",0.178,2076337,1716757600.69671,36891
"FLATLINE","3.17b","Vitrebreaker",100,3171168570,"WW",1.256,2084007,1717103221.09932,36891
"FLATLINE","662.58m","Epheanor",89,662577102,"WW",0.45,2105194,1717103221.09932,36891
"FLATLINE","5.07b","NirvBoy",100,5071212434,"WW",0.363,2138250,1716757600.69671,36891
"FLATLINE","5.34b","cannonfodder",100,5342513784,"WW",0.656,2139172,1718442382.106,36891
"FLATLINE","25.8m","Keyla",56,25799366,"WW",2.183,2154053,1718442382.106,36891
"FLATLINE","2.04b","Pierce",94,2038760271,"WW",0.31,2163818,1718442382.106,36891
"FLATLINE","4.47b","MilSim",100,4468592951,"WW",0.743,2211053,1716714382.81286,36891
"FLATLINE","4.45b","Nuvak",100,4454569800,"WW",2.749,2217078,1717103221.09932,36891
"FLATLINE","3.78b","Hylann",98,3784111536,"WW",0.856,2261138,1718615186.31814,36891
"FLATLINE","3b","TabulaRasta",98,3000967727,"WW",0.232,2265533,1716757600.69671,36891
"FLATLINE","1.5b","Asemov",91,1497274983,"WW",4.783,2270413,1716541677.85069,36891
"FLATLINE","4.53b","Paravane",100,4526734064,"WW",0.558,2289282,1717103221.09932,36891
"FLATLINE","5.49m","sandyloam",36,5489504,"WW",1.6,2370395,1717362412.99191,36891
"FLATLINE","3.23b","Tuksas",100,3231361792,"WW",3.603,2371919,1716714382.81286,36891
"FLATLINE","2.76b","Gallowzz",81,2757537520,"WW",0.442,2375560,1718528780.64238,36891
"FLATLINE","4.57b","KaosTse",100,4566613466,"WW",0.486,2382685,1716627989.10529,36891
"FLATLINE","4.11b","Nerd",100,4112730284,"WW",1.903,2409711,1718442382.106,36891
"FLATLINE","3.54b","Vhris",99,3543077567,"WW",0.66,2432605,1717449225.68708,36891
"FLATLINE","3.08b","Goodboy21",99,3075922720,"WW",1.279,2439530,1717319204.46127,36891
"FLATLINE","555.92m","Rose",55,555922727,"WW",1.215,2446133,1717664789.64243,36891
"FLATLINE","859.89m","Asterisco",90,859890098,"WW",0.276,2460448,1718528780.64238,36891
"FLATLINE","4.15b","Unto_A_Dream",100,4146372027,"WW",0.685,2463609,1716973652.66914,36891
"FLATLINE","2.95b","Shoulders1993",96,2953070383,"WW",0.208,2472493,1717319204.46127,36891
"FLATLINE","300.6m","HKCanucklehead",85,300596549,"WW",0.302,2481916,1718442382.106,36891
"FLATLINE","2.35b","DazaiOsama23",97,2352148556,"WW",1.034,2512992,1716714382.81286,36891
"FLATLINE","2.58b","Llyfr",100,2580894506,"WW",0.312,2531272,1718442382.106,36891
"FLATLINE","2.12b","VisX",90,2122069093,"WW",0.589,2545245,1716930438.83649,36891
"FLATLINE","1.65b","Eyjafjalla",91,1651427277,"WW",0.393,2553944,1717751225.31149,36891
"FLATLINE","1.34b","personamb",89,1336286685,"WW",0.987,2606404,1716757600.69671,36891
"FLATLINE","2.43b","Marv",95,2431102606,"WW",0.739,2609862,1718744807.10811,36891
"FLATLINE","650.46m","Ardylon",69,650463404,"WW",0.227,2620098,1718442382.106,36891
"FLATLINE","716.51m","Murderbotdad",40,716509782,"WW",0.723,2621407,1717449225.68708,36891
"FLATLINE","23.93m","andross69",57,23928225,"WW",1.561,2629293,1716757600.69671,36891
"FLATLINE","3.27b","TDup",100,3269815982,"WW",2.643,2660552,1717751225.31149,36891
"FLATLINE","2.94b","cazylecious",100,2940951693,"WW",0.838,2673048,1717362412.99191,36891
"FLATLINE","754.91m","XeNON",86,754906718,"WW",0.476,2680763,1718528780.64238,36891
"FLATLINE","545.7m","LoreFighter",69,545700675,"WW",0.649,2687769,1717103221.09932,36891
"FLATLINE","1.41b","AgonizingDig",96,1406312962,"WW",0.733,2689852,1718528780.64238,36891
"FLATLINE","82.57m","X_Disastrous_X",69,82574921,"WW",1.236,2698343,1718053675.45723,36891
"FLATLINE","1.4b","EazzyPeazzy",91,1399128697,"WW",0.842,2708376,1718528780.64238,36891
"FLATLINE","1.36b","April_Sun",64,1357909763,"WW",1.674,2726338,1716714382.81286,36891
"FLATLINE","335.77k","SpectreVS",25,335772,"WW",0.422,2732643,1718096791.77983,36891
"FLATLINE","357.51m","-Mike-",81,357510702,"WW",3.846,2737541,1718744807.10811,36891
"FLATLINE","296.57m","Joshy",50,296572350,"WW",0.571,2741105,1716627989.10529,36891
"FLATLINE","540.63m","CelisYoDank",89,540627557,"WW",2.347,2743463,1716627989.10529,36891
"FLATLINE","8.1m","EndlessDamnatio",62,8100214,"WW",0.963,2784407,1717103221.09932,36891
"FLATLINE","38.6m","SoniaAgustin",44,38597241,"WW",1.384,2798892,1718442382.106,36891
"FLATLINE","330.81m","CrookedTom",70,330812327,"WW",1.235,2805521,1717751225.31149,36891
"FLATLINE","752.3m","Zhorak",89,752298095,"WW",3.58,2826991,1717664789.64243,36891
"FLATLINE","222.72m","s1lksoul",71,222721690,"WW",0.265,2836778,1717362412.99191,36891
"FLATLINE","83.65m","Daarth",50,83647286,"WW",0.386,2837048,1718528780.64238,36891
"FLATLINE","434.45m","MCSH",78,434451175,"WW",3.026,2855875,1718442382.106,36891
"FLATLINE","11.2m","Jerickw",57,11200243,"WW",2.223,2873975,1717275987.51412,36891
"FLATLINE","64.71m","Shlefter",50,64713351,"WW",2.161,2901183,1716757600.69671,36891
"FLATLINE","98.35m","Halaana",67,98351436,"WW",0.812,2943592,1716412000.37359,36891
"FLATLINE","35.11m","SupremeAvan",46,35112467,"WW",0.393,2963872,1718744807.10811,36891
"FLATLINE","9.07m","ExGen",55,9066478,"WW",0.283,2972673,1717664789.64243,36891
"FLATLINE","1.54m","Mr_Adorashy",40,1535285,"WW",0.329,2982962,1718140032.05234,36891
"FLATLINE","923.6k","Kramag",45,923601,"WW",0.619,2984016,1718140032.05234,36891
"FLATLINE","2.54m","shdarv",56,2543238,"WW",1.633,3008964,1717664789.64243,36891
"FLATLINE","824.79k","Hxlo",35,824790,"WW",1.986,3032486,1718096791.77983,36891
"FLATLINE","10.75m","Cook",46,10749914,"WW",5.892,3034253,1716757600.69671,36891
"FLATLINE","1.08m","Robdabank",41,1076877,"WW",2.177,3040016,1718442382.106,36891
"FLATLINE","1.49m","Fairness",37,1491878,"WW",0.706,3050248,1718140032.05234,36891
"FLATLINE","3.12m","Ariach",45,3115439,"WW",2.226,3056700,1717837588.82962,36891
"FLATLINE","2.65m","Haliox",41,2653944,"WW",3.432,3059675,1717449225.68708,36891
"FLATLINE","6.61m","itstbc",37,6609338,"WW",0.5,3069489,1717449225.68708,36891
"FLATLINE","1.74m","Diosa249",33,1736246,"WW",0.472,3076695,1716541677.85069,36891
"FLATLINE","690.84k","LudaeusDerisor",40,690837,"WW",0.506,3115197,1718442382.106,36891
"FLATLINE","1.08m","MortisElixir",30,1081437,"WW",1.193,3118573,1718140032.05234,36891
"FLATLINE","598.06k","calzonee",27,598061,"WW",0.33,3130733,1717103221.09932,36891
"FLATLINE","576.48k","amberer",35,576485,"WW",2.049,3139623,1716757600.69671,36891
"FLATLINE","2.42m","bundahlini",38,2419453,"WW",0.706,3146198,1717103221.09932,36891
"FLATLINE","4.47m","MaxLevio",41,4469107,"WW",3.43,3157653,1717664789.64243,36891
"FLATLINE","721.34k","1cycool",20,721340,"WW",2.265,3169651,1718442382.106,36891
"FLATLINE","2.25m","Earth2Sam",37,2245096,"WW",2.925,3177136,1717275987.51412,36891
"FLATLINE","872.86k","ColdKilinCanuck",45,872865,"WW",2.657,3190705,1717103221.09932,36891
"FLATLINE","1.41m","Coachdigems",33,1410912,"WW",3.743,3193395,1716627989.10529,36891
"FLATLINE","15.22b","Duk4",51,15216548541,"WW",1.683,302832,1718874388.64975,36891
"FLATLINE","420.46m","JircnivElnix",77,420462887,"WW",0.368,2818164,1718874388.64975,36891
"FLATLINE","12.25m","Dahlia21",45,12250099,"WW",0.762,2998856,1718874388.64975,36891
"FLUX","1.13b","ChanX-",82,1126271516,"Other",0.275,8733,1717275987.51412,8766
"FLUX","1.79b","jen",90,1788871333,"Other",0.1,180724,1716412000.37359,8766
"FLUX","4.82b","SystemOverLoad",92,4822100352,"Other",0.002,857399,1718831199.71588,8766
"FLUX","1.65b","Wardark",66,1647394150,"Other",0.188,931242,1716757600.69671,8766
"FLUX","541.07m","boscojay",50,541068083,"Other",0.022,1081881,1717016825.66421,8766
"FLUX","2.52b","El-Jaco",90,2524561775,"Other",0.33,1294950,1718442382.106,8766
"FLUX","1.46b","qwertydvorak",28,1464877774,"Other",0.141,1346622,1716325591.7635,8766
"FLUX","2.98b","badmagicks",89,2984430856,"Other",0.238,1562042,1717319204.46127,8766
"FLUX","8.22b","Swatsicle",100,8224094348,"Other",0.318,1593313,1718442382.106,8766
"FLUX","1.04b","rijadinho",74,1044579008,"Other",0.099,1607994,1718744807.10811,8766
"FLUX","2.96b","Psych0",88,2957286435,"Other",0.026,1615450,1717621592.49914,8766
"FLUX","42.06m","Estone2013",25,42064966,"Other",0.124,1740761,1717578388.13421,8766
"FLUX","4.45b","saeed",100,4448373642,"Other",0.991,1826888,1718442382.106,8766
"FLUX","1.95b","Myadoran",90,1954707848,"Other",0.098,1827713,1716714382.81286,8766
"FLUX","2.5b","KnightNiyo",86,2499397540,"Other",0.08,1831727,1718442382.106,8766
"FLUX","3.98b","bLaSt0iSe",45,3983620570,"Other",0.408,1849978,1718442382.106,8766
"FLUX","680.89m","BongingAWoffle",60,680885071,"Other",1.063,1892566,1717449225.68708,8766
"FLUX","1.85b","Gnisis",20,1845858599,"Other",0.173,1947349,1716325591.7635,8766
"FLUX","3.57b","Shinigamix",100,3566500445,"Other",0.419,1971470,1717664789.64243,8766
"FLUX","8.65b","Z-Pac",100,8646806617,"Other",2.9,1992605,1716930438.83649,8766
"FLUX","3b","CzarFox",91,2998437533,"Other",0.001,2008731,1717967205.0065,8766
"FLUX","312.39m","Sanden157",74,312390021,"Other",0.027,2014795,1717103221.09932,8766
"FLUX","1.44b","Kozmothegrape",85,1436572305,"Other",0.854,2043350,1716973652.66914,8766
"FLUX","1.67b","Ikari_Warrior",86,1671033603,"Other",0.153,2051635,1718442382.106,8766
"FLUX","1.65b","Bobnfrends",69,1652427089,"Other",0.402,2051811,1718442382.106,8766
"FLUX","15.69m","MMahiwaga",41,15687156,"Other",0.001,2056558,1716584801.20433,8766
"FLUX","1.64b","KingHamid",75,1639098666,"Other",0.411,2068649,1716930438.83649,8766
"FLUX","392.71m","Heisenberq",75,392708419,"Other",0.071,2075982,1717103221.09932,8766
"FLUX","2.16b","LosingGrip",92,2163046494,"Other",0.278,2111903,1716627989.10529,8766
"FLUX","1.87b","necxqn",75,1874631213,"Other",0.478,2113808,1718442382.106,8766
"FLUX","7.06m","Phaid",33,7056550,"Other",0.161,2116678,1716844006.31174,8766
"FLUX","5.57b","Teretulemas",93,5566825814,"Other",0.127,2142273,1716757600.69671,8766
"FLUX","5.27b","Hodgely",93,5266664454,"Other",0.152,2156125,1716714382.81286,8766
"FLUX","8.22m","Tipemotions",15,8222091,"Other",0.058,2159895,1716325591.7635,8766
"FLUX","104.84m","Archer7",15,104840141,"Other",0.132,2180415,1716412000.37359,8766
"FLUX","1.74b","Jumali-Bocorz",84,1738689060,"Other",0.27,2196569,1717664789.64243,8766
"FLUX","637.85m","InvaderRay",50,637845331,"Other",0.141,2211903,1717449225.68708,8766
"FLUX","1.88b","FreshFlesh",90,1879672195,"Other",0.936,2215038,1718442382.106,8766
"FLUX","2.02b","XxSaVaGexX",90,2020730441,"Other",0.789,2279970,1717491990.29533,8766
"FLUX","2.51b","pltolomy",91,2506327850,"Other",1.432,2294535,1717103221.09932,8766
"FLUX","1.23b","Elitewilson123",75,1225066995,"Other",0.166,2304671,1717103221.09932,8766
"FLUX","110.91m","_SHARKY_",45,110905152,"Other",0.086,2334792,1718442382.106,8766
"FLUX","114.03m","BlackOpal64",57,114034290,"Other",0.19,2362435,1718442382.106,8766
"FLUX","958.39m","Hanaghan",50,958385922,"Other",0.107,2372539,1717319204.46127,8766
"FLUX","8.03m","HARDBALL3",50,8028543,"Other",0.247,2394382,1717664789.64243,8766
"FLUX","605.41m","Sovereign",64,605413553,"Other",0.369,2396861,1718442382.106,8766
"FLUX","18.65m","Viiho",20,18654340,"Other",0.402,2456175,1718528780.64238,8766
"FLUX","13.62m","TacoBurger",45,13621925,"Other",0.452,2520438,1716627989.10529,8766
"FLUX","444.03m","MobstarOz",41,444030943,"Other",0.821,2558032,1718442382.106,8766
"FLUX","1.51b","OMW2FYB",69,1508488126,"Other",1.133,2604386,1717103221.09932,8766
"FLUX","10.56m","youyeven",15,10562956,"Other",0.25,2650707,1716973652.66914,8766
"FLUX","1.37b","-Matt",83,1371712957,"Other",0.611,2689929,1716714382.81286,8766
"FLUX","442.22m","Warwara",65,442219815,"Other",0.156,2718042,1717103221.09932,8766
"FLUX","43.16m","Fr0schh",30,43163985,"Other",0.106,2749848,1718442382.106,8766
"FLUX","212.67m","R4IKIRI",50,212669712,"Other",0.03,2751814,1718442382.106,8766
"FLUX","117.22m","Drkmtl06",50,117217980,"Other",0.416,2767200,1717319204.46127,8766
"FLUX","41.44k","CAINcrow",34,41437,"Other",0.1,2869747,1716887209.42222,8766
"FLUX","71.55k","Ty_leno11-8",21,71551,"Other",0.07,2945139,1718744807.10811,8766
"FLUX","451.4k","Cuteasducks",29,451405,"Other",0.258,2962908,1717103221.09932,8766
"FLUX","22.64k","Seadog67",21,22641,"Other",0.369,3024216,1716844006.31174,8766
"FLUX","299.77k","Oldson",25,299766,"Other",0.033,3039296,1718787987.99409,8766
"FLUX","181.81k","Theeaussieguy",31,181811,"Other",1.603,3162708,1718744807.10811,8766
"FLUX","23.42k","Aaronca",18,23423,"Other",0.028,3218796,1716757600.69671,8766
"FLUX","1.51b","Bosh",32,1508006861,"Other",0.063,323044,1718874388.64975,8766
"FLUX","186.41m","Padres",63,186409711,"Other",0.017,1279735,1718874388.64975,8766
"FLUX","2.19b","Elysium",50,2194294904,"Other",0.093,1609731,1718874388.64975,8766
"FLUX","7.49b","Zoopy",94,7492576659,"Other",0.278,2044530,1718874388.64975,8766
"FLUX","478.64k","Mskin",41,478643,"Other",0.142,2819755,1718874388.64975,8766
"FLUX","288.46k","wantonmami",30,288458,"Other",0.247,2911123,1718874388.64975,8766
"FREE PALESTINE","73.43m","-Whitebeard-",55,73434303,"Other",0.831,587259,1717449225.68708,8205
"FREE PALESTINE","486.62k","HighFlyer09",37,486618,"Other",0.138,829746,1717275987.51412,8205
"FREE PALESTINE","69.32m","JakiJak666",55,69324184,"Other",0.79,1072626,1718787987.99409,8205
"FREE PALESTINE","1.76b","AceJack",100,1757753809,"Other",2.602,1479764,1718010465.83339,8205
"FREE PALESTINE","4.56b","DuCk",15,4563857997,"Other",0.361,1630235,1718442382.106,8205
"FREE PALESTINE","826.86k","xXx-MaXiZ-xXx",26,826856,"Other",0.368,1669430,1718053675.45723,8205
"FREE PALESTINE","10.9b","Kinzove",100,10898481981,"Other",0.345,1867602,1717103221.09932,8205
"FREE PALESTINE","1.72b","uzyiamfriendly",75,1721687646,"Other",0.015,1923380,1718744807.10811,8205
"FREE PALESTINE","144.69k","Helldawg",21,144690,"Other",0.049,2041459,1717535191.57319,8205
"FREE PALESTINE","324.52m","hkindaichi84",68,324524559,"Other",0.145,2107113,1718053675.45723,8205
"FREE PALESTINE","4.43b","Elemak",100,4428721751,"Other",1.989,2255978,1717362412.99191,8205
"FREE PALESTINE","20.56m","Tuit",51,20561699,"Other",1.731,2257608,1717319204.46127,8205
"FREE PALESTINE","330.11m","HiccupinJonsey",70,330107328,"Other",2.392,2261316,1717275987.51412,8205
"FREE PALESTINE","28.22m","SKULLcuddler",71,28224345,"Other",0.053,2314349,1718442382.106,8205
"FREE PALESTINE","2.36b","N4Z4",44,2363653554,"Other",0.367,2367908,1717449225.68708,8205
"FREE PALESTINE","1.1b","Destroyer",83,1104520826,"Other",0.537,2393429,1717103221.09932,8205
"FREE PALESTINE","244.69m","MarkoTheRacist",55,244685205,"Other",0.861,2465883,1717664789.64243,8205
"FREE PALESTINE","43.34m","Gekents",52,43338896,"Other",0.905,2478585,1716757600.69671,8205
"FREE PALESTINE","100.29m","tq1147",43,100289482,"Other",0.304,2583289,1716627989.10529,8205
"FREE PALESTINE","167.67m","Terijian",75,167673450,"Other",0.133,2605052,1718615186.31814,8205
"FREE PALESTINE","2.94b","Drug-Plug",99,2944449496,"Other",0.164,2614092,1718312841.16281,8205
"FREE PALESTINE","10.78m","Syzygyz",42,10780293,"Other",0.1,2617979,1716757600.69671,8205
"FREE PALESTINE","741.86k","sh1nsoo",1,741861,"Other",0.173,2637483,1716930438.83649,8205
"FREE PALESTINE","1.34b","itsali",84,1343962488,"Other",1.129,2744797,1717837588.82962,8205
"FREE PALESTINE","26.55k","DeniLB",15,26546,"Other",0.275,2818617,1718442382.106,8205
"FREE PALESTINE","1.04b","Sentosa",35,1040061207,"Other",0.766,2819574,1717837588.82962,8205
"FREE PALESTINE","131.4m","CosmicTypo",58,131400524,"Other",0.566,2821007,1716930438.83649,8205
"FREE PALESTINE","570.28k","marokiclucher",23,570279,"Other",0.021,2842538,1718312841.16281,8205
"FREE PALESTINE","1.28m","ROMEO_69",15,1284115,"Other",0.941,2863996,1718442382.106,8205
"FREE PALESTINE","1.13m","Helbrecht",33,1128538,"Other",0.6,2916124,1717491990.29533,8205
"FREE PALESTINE","6.45m","PhoenixReign",45,6453479,"Other",0.703,2961807,1717275987.51412,8205
"FREE PALESTINE","69.73k","sibudaluda",21,69729,"Other",0.111,2968986,1717275987.51412,8205
"FREE PALESTINE","562.58k","bunjngyun",20,562578,"Other",0.517,2971724,1717275987.51412,8205
"FREE PALESTINE","56.34k","NightsKing",25,56343,"Other",0.086,2973302,1718442382.106,8205
"FREE PALESTINE","239.33k","Yeetsdelets69",27,239333,"Other",0.24,3032563,1716325591.7635,8205
"FREE PALESTINE","765.95k","Eabd-AlGhaffar",29,765946,"Other",0.045,3037794,1716714382.81286,8205
"FREE PALESTINE","95.94k","Ahmet_Vefa",30,95940,"Other",0.258,3073337,1717016825.66421,8205
"FREE PALESTINE","344.23k","Cliff-Hanger",30,344227,"Other",0.043,3105301,1718528780.64238,8205
"FREE PALESTINE","40.03k","bruhgity",28,40034,"Other",0.152,3136219,1717275987.51412,8205
"FREE PALESTINE","578.64k","6Hisoka-Morow9",15,578642,"Other",1.471,3142502,1716412000.37359,8205
"FREE PALESTINE","44.28k","triplecreme",20,44276,"Other",0.495,3144975,1717362412.99191,8205
"FREE PALESTINE","563.63k","-Friday",33,563634,"Other",1.298,3146105,1717664789.64243,8205
"FREE PALESTINE","557.64k","Disruptor",25,557642,"Other",0.431,3156234,1718442382.106,8205
"FREE PALESTINE","1.52m","Evannad",15,1516723,"Other",0.65,3164649,1718312841.16281,8205
"FREE PALESTINE","12.84k","Jaacckkkk",19,12841,"Other",0.115,3184304,1717362412.99191,8205
"FREE PALESTINE","55.73k","kurtt91",19,55726,"Other",2.965,3190435,1718442382.106,8205
"FREE PALESTINE","482.73k","4mar",27,482731,"Other",1.065,3198303,1718442382.106,8205
"FREE PALESTINE","26.6k","MariamWardah",18,26601,"Other",0.176,3231094,1717362412.99191,8205
"FREE PALESTINE","6.17b","nonama",55,6170461024,"Other",1.681,310691,1718874388.64975,8205
"FREE PALESTINE","421.99k","patientdoc",23,421990,"Other",0.442,2993851,1718874388.64975,8205
"Fluffle","4.31b","DivineLust",95,4311138044,"RoD",0.106,1299,1717621592.49914,13872
"Fluffle","4.95b","Protagonist",94,4949527526,"RoD",0.127,2039305,1716541677.85069,13872
"Fluffle","4.05b","Efigy",92,4046389203,"RoD",0.107,2160073,1717449225.68708,13872
"Fluffle","233k","Raitei",30,232997,"RoD",0.047,2184529,1718442382.106,13872
"Fluffle","489.88m","Dodiestee",72,489878954,"RoD",0.37,2317369,1718442382.106,13872
"Fluffle","1.82m","YangGang",38,1824459,"RoD",0.077,2467799,1717189663.69098,13872
"Fluffle","1.55b","Birdie",83,1554280198,"RoD",0.058,2585107,1717751225.31149,13872
"Fluffle","1.06m","Astolfo",35,1059917,"RoD",0.038,2769295,1718744807.10811,13872
"Fluffle","40.89m","_NatNat_",35,40888826,"RoD",0.089,2786731,1716973652.66914,13872
"Fluffle","686.78k","Squoll",44,686779,"RoD",0.207,2812425,1717664789.64243,13872
"Fluffle","4.79m","Bissha",35,4790686,"RoD",0.072,2813661,1717621592.49914,13872
"Fluffle","162.76k","mahi3ds",26,162757,"RoD",0.125,2858038,1717967205.0065,13872
"Fluffle","166.59k","JosephNebo",26,166589,"RoD",0.344,3052988,1716973652.66914,13872
"Fluffle","12.65k","KiraKillua",24,12651,"RoD",0.162,3151105,1716757600.69671,13872
"Fluffle","153.61k","QueenOwl88",28,153612,"RoD",0.849,3156742,1718442382.106,13872
"Fluffle","31.7k","Airspring",28,31699,"RoD",1.334,3192102,1717103221.09932,13872
"Fluffle","25.28k","AKirooo",16,25285,"RoD",0.041,3234909,1717751225.31149,13872
"Forbidden Shadows","1.62b","Decap",96,1624838649,"RoD",0.586,47662,1718485587.75767,48680
"Forbidden Shadows","130.11m","hoskind1",52,130108440,"RoD",0.042,355340,1716973652.66914,48680
"Forbidden Shadows","6.9m","Jotz",49,6895916,"RoD",0.118,421365,1718442382.106,48680
"Forbidden Shadows","728.24m","iCurt",50,728238875,"RoD",0.557,1392656,1718442382.106,48680
"Forbidden Shadows","62.18m","TimeMonkey",47,62183972,"RoD",0.114,1482307,1716325591.7635,48680
"Forbidden Shadows","72.03m","Onlyshadow",25,72033844,"RoD",0.074,1487863,1718528780.64238,48680
"Forbidden Shadows","31.34m","Hexxblade",21,31337775,"RoD",0.345,1657415,1717362412.99191,48680
"Forbidden Shadows","9.44m","xShirley",47,9444976,"RoD",0.087,2135327,1718485587.75767,48680
"Forbidden Shadows","9.12m","Yliander",62,9118041,"RoD",0.042,2135350,1717751225.31149,48680
"Forbidden Shadows","28.06m","Zeronil",49,28056102,"RoD",0.566,2209789,1717751225.31149,48680
"Forbidden Shadows","47.65m","Moskeze",30,47653633,"RoD",0.536,2390426,1716412000.37359,48680
"Forbidden Shadows","1.57m","NikolasKnight",47,1565545,"RoD",1.063,2418854,1717275987.51412,48680
"Forbidden Shadows","459.74k","El-Morte-Rojo",29,459744,"RoD",0.249,2538565,1718442382.106,48680
"Forbidden Shadows","372.62m","Nulaxy-Dimplex",61,372619115,"RoD",2.207,2671892,1716714382.81286,48680
"Forbidden Shadows","820.22k","EddiCole",36,820219,"RoD",0.214,2702690,1718744807.10811,48680
"Forbidden Shadows","883.44k","SuNshYn3",25,883438,"RoD",0.515,2727179,1717664789.64243,48680
"Forbidden Shadows","158.2m","Arleigh75",65,158198870,"RoD",0.156,2756870,1716325591.7635,48680
"Forbidden Shadows","177.06m","Kezza167",26,177055944,"RoD",0.864,2769425,1716541677.85069,48680
"Forbidden Shadows","29.55m","The_Jackyl",53,29548997,"RoD",1.251,2796832,1716325591.7635,48680
"Forbidden Shadows","50.24m","Spurs891",36,50238180,"RoD",0.766,2804547,1716325591.7635,48680
"Forbidden Shadows","74.49m","Pavlemipie",57,74490943,"RoD",1.396,2805403,1718442382.106,48680
"Forbidden Shadows","1.58m","Armfelt",33,1582444,"RoD",0.331,2811395,1717103221.09932,48680
"Forbidden Shadows","921.75k","Brainoverload",32,921750,"RoD",0.663,2812141,1718442382.106,48680
"Forbidden Shadows","7.89m","ArchAge",33,7889073,"RoD",0.162,2859222,1716541677.85069,48680
"Forbidden Shadows","50.42k","PappaKlas",33,50421,"RoD",0.242,2862817,1717103221.09932,48680
"Forbidden Shadows","5.08m","lNamelessGodl",24,5079793,"RoD",0.463,2862882,1718744807.10811,48680
"Forbidden Shadows","199.8k","crazyak16",30,199798,"RoD",0.139,2905255,1716325591.7635,48680
"Forbidden Shadows","20.32k","Name_Neo",25,20321,"RoD",0.18,3066290,1717362412.99191,48680
"Forbidden Shadows","34.4k","VINTITI",19,34404,"RoD",0.33,3097257,1717103221.09932,48680
"Forbidden Shadows","8.68k","BillyBootlegger",11,8676,"RoD",0.471,3208715,1717103221.09932,48680
"Forbidden Shadows","171.07k","Fa-xxdogxx",26,171069,"RoD",0.208,2335217,1718874388.64975,48680
"Forbidden Shadows","587k","Joey_Bananas",36,587000,"RoD",2.182,3118309,1718874388.64975,48680
"Forbidden Shadows","6.68k","Ecstasycc",10,6678,"RoD",0.679,3299222,1718874388.64975,48680
"Fowl Fighters","1.86b","Arson",79,1862766279,"Other",0.145,41648,1718442382.106,20881
"Fowl Fighters","1.66b","GoldDustWoman",81,1659590277,"Other",0.967,320320,1718442382.106,20881
"Fowl Fighters","2b","chrischaplin",84,1998808407,"Other",0.198,467413,1718442382.106,20881
"Fowl Fighters","4.64b","Cian84",100,4642418648,"Other",1.676,467446,1716541677.85069,20881
"Fowl Fighters","3.31b","dametreas",100,3308806822,"Other",0.081,485213,1716714382.81286,20881
"Fowl Fighters","5.46b","Cronus",100,5459665980,"Other",0.905,492265,1718442382.106,20881
